orgao;uniorcam;funcao;subfuncao;programa;projativ;rubrica;rubrica_f;rv;empenhado_1bim;empenhado_2bim;empenhado_3bim;empenhado_4bim;empenhado_5bim;empenhado_6bim;liquidado_1bim;liquidado_2bim;liquidado_3bim;liquidado_4bim;liquidado_5bim;liquidado_6bim;pago_1bim;pago_2bim;pago_3bim;pago_4bim;pago_5bim;pago_6bim
5;502;12;361;2;2019;449052060000000;"44 90 52 06 00 00 00";20;0,00;189,00;0,00;0,00;0,00;0,00;0,00;0,00;189,00;0,00;0,00;0,00;0,00;0,00;189,00;0,00;0,00;0,00
5;502;12;361;2;2019;449052180000000;"44 90 52 18 00 00 00";20;0,00;0,00;0,00;0,00;1.980,00;0,00;0,00;0,00;0,00;0,00;1.980,00;0,00;0,00;0,00;0,00;0,00;0,00;1.980,00
5;502;12;361;2;2019;449052300000000;"44 90 52 30 00 00 00";20;0,00;0,00;620,00;0,00;0,00;0,00;0,00;0,00;620,00;0,00;0,00;0,00;0,00;0,00;620,00;0,00;0,00;0,00
5;502;12;361;2;2019;449052340000000;"44 90 52 34 00 00 00";20;0,00;0,00;1.570,00;0,00;0,00;0,00;0,00;0,00;0,00;1.570,00;0,00;0,00;0,00;0,00;0,00;1.570,00;0,00;0,00
5;502;12;361;2;2019;449052360000000;"44 90 52 36 00 00 00";20;0,00;1.600,00;0,00;0,00;0,00;0,00;0,00;0,00;1.600,00;0,00;0,00;0,00;0,00;0,00;1.600,00;0,00;0,00;0,00
5;502;12;361;2;2019;449052420000000;"44 90 52 42 00 00 00";20;0,00;1.020,00;0,00;0,00;0,00;0,00;0,00;0,00;1.020,00;0,00;0,00;0,00;0,00;0,00;1.020,00;0,00;0,00;0,00
5;502;12;361;2;2019;449052350000000;"44 90 52 35 00 00 00";20;0,00;6.458,00;0,00;0,00;0,00;0,00;0,00;0,00;6.458,00;0,00;0,00;0,00;0,00;0,00;6.458,00;0,00;0,00;0,00
5;502;12;361;2;2019;449052330000000;"44 90 52 33 00 00 00";20;0,00;2.487,00;0,00;0,00;0,00;0,00;0,00;0,00;2.487,00;0,00;0,00;0,00;0,00;0,00;2.487,00;0,00;0,00;0,00
5;502;12;361;2;2019;449052120000000;"44 90 52 12 00 00 00";20;0,00;1.220,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.220,00;0,00;0,00;0,00;0,00;0,00;1.220,00;0,00;0,00
5;502;12;361;2;2020;319011010100000;"31 90 11 01 01 00 00";20;10.092,84;10.092,84;5.085,63;10.204,88;10.180,96;10.198,47;10.092,84;10.092,84;5.085,63;10.204,88;10.180,96;10.198,47;10.092,84;10.092,84;5.085,63;10.204,88;10.180,96;10.198,47
5;502;12;361;2;2020;319011370000000;"31 90 11 37 00 00 00";20;1.155,20;1.166,40;1.263,96;1.263,96;1.263,96;1.263,96;1.155,20;1.166,40;1.263,96;1.263,96;1.263,96;1.263,96;1.155,20;1.166,40;1.263,96;1.263,96;1.263,96;1.263,96
5;502;12;361;2;2020;319011450000000;"31 90 11 45 00 00 00";20;395,90;0,00;1.779,16;0,00;0,00;0,00;395,90;0,00;1.779,16;0,00;0,00;0,00;395,90;0,00;1.779,16;0,00;0,00;0,00
5;502;12;361;2;2020;319011430000000;"31 90 11 43 00 00 00";20;0,00;0,00;0,00;0,00;0,00;6.596,32;0,00;0,00;0,00;0,00;0,00;6.596,32;0,00;0,00;0,00;0,00;0,00;6.596,32
5;502;12;361;2;2020;319011010100000;"31 90 11 01 01 00 00";1072;0,00;0,00;5.102,44;0,00;0,00;0,00;0,00;0,00;5.102,44;0,00;0,00;0,00;0,00;0,00;5.102,44;0,00;0,00;0,00
5;502;12;361;2;2020;319016440100000;"31 90 16 44 01 00 00";20;0,00;0,00;32,09;0,00;0,00;0,00;0,00;0,00;32,09;0,00;0,00;0,00;0,00;0,00;32,09;0,00;0,00;0,00
5;502;12;361;2;2020;319113030100000;"31 91 13 03 01 00 00";20;1.864,41;2.094,91;2.650,10;2.123,58;2.120,31;3.184,49;1.864,41;2.094,91;2.650,10;2.123,58;2.120,31;3.184,49;817,72;2.093,38;2.393,14;2.366,97;2.123,58;4.243,01
5;502;12;361;2;2020;339030070101000;"33 90 30 07 01 01 00";20;36.860,41;0,00;0,00;0,00;0,00;-8.972,55;0,00;4.136,04;6.246,08;5.872,04;4.746,50;6.887,20;0,00;4.136,04;6.246,08;5.872,04;4.746,50;6.887,20
5;502;12;361;2;2020;339030070102000;"33 90 30 07 01 02 00";20;41.781,21;0,00;0,00;0,00;-7.248,48;-8.685,13;0,00;3.680,39;7.478,91;6.428,29;1.863,62;6.396,39;0,00;3.680,39;7.478,91;6.428,29;1.863,62;6.396,39
5;502;12;361;2;2020;339030040000000;"33 90 30 04 00 00 00";20;2.622,00;0,00;0,00;0,00;0,00;-1.380,00;0,00;0,00;138,00;414,00;207,00;483,00;0,00;0,00;138,00;414,00;207,00;483,00
5;502;12;361;2;2020;339030070101000;"33 90 30 07 01 01 00";1001;21.996,75;0,00;0,00;0,00;0,00;-5.748,25;0,00;3.159,74;936,51;3.604,24;2.219,01;6.329,00;0,00;3.159,74;936,51;3.604,24;2.219,01;6.329,00
5;502;12;361;2;2020;339030070102000;"33 90 30 07 01 02 00";1001;2.100,00;0,00;0,00;0,00;7.248,48;-396,98;0,00;0,00;0,00;1.218,00;5.468,89;2.264,61;0,00;0,00;0,00;1.218,00;5.468,89;2.264,61
5;502;12;361;2;2020;339030070101000;"33 90 30 07 01 01 00";1059;16,50;0,00;0,00;0,00;0,00;369,35;0,00;0,00;0,00;0,00;0,00;385,85;0,00;0,00;0,00;0,00;0,00;385,85
5;502;12;361;2;2020;339030070102000;"33 90 30 07 01 02 00";1059;3.485,50;0,00;0,00;0,00;0,00;0,00;0,00;58,50;1.061,50;0,00;1.097,50;1.268,00;0,00;58,50;1.061,50;0,00;1.097,50;1.268,00
5;502;12;361;2;2020;339039160000000;"33 90 39 16 00 00 00";20;0,00;40,00;0,00;0,00;0,00;0,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;40,00;0,00;0,00;0,00;0,00
5;502;12;361;2;2020;339039480000000;"33 90 39 48 00 00 00";20;0,00;0,00;0,00;333,33;0,00;0,00;0,00;0,00;0,00;0,00;333,33;0,00;0,00;0,00;0,00;0,00;333,33;0,00
5;502;12;361;2;2020;339046010000000;"33 90 46 01 00 00 00";20;787,50;1.012,20;1.037,40;760,20;1.024,80;1.012,20;787,50;1.012,20;1.037,40;760,20;1.024,80;1.012,20;525,00;762,30;1.037,40;785,40;1.012,20;1.512,00
5;502;12;361;2;2020;449052120000000;"44 90 52 12 00 00 00";20;0,00;1.049,80;0,00;0,00;0,00;0,00;0,00;0,00;950,80;0,00;0,00;99,00;0,00;0,00;950,80;0,00;0,00;99,00
5;502;12;365;2;2021;319011010100000;"31 90 11 01 01 00 00";20;4.860,02;5.614,18;5.046,29;7.014,76;7.014,76;7.014,76;4.860,02;5.614,18;5.046,29;7.014,76;7.014,76;7.014,76;4.860,02;5.614,18;5.046,29;7.014,76;7.014,76;7.014,76
5;502;12;365;2;2021;319011370000000;"31 90 11 37 00 00 00";20;612,88;612,88;612,88;612,88;612,88;636,42;612,88;612,88;612,88;612,88;612,88;636,42;612,88;612,88;612,88;612,88;612,88;636,42
5;502;12;365;2;2021;319011450000000;"31 90 11 45 00 00 00";20;921,89;0,00;0,00;0,00;0,00;0,00;921,89;0,00;0,00;0,00;0,00;0,00;921,89;0,00;0,00;0,00;0,00;0,00
5;502;12;365;2;2021;319011430000000;"31 90 11 43 00 00 00";20;0,00;0,00;0,00;0,00;0,00;3.556,25;0,00;0,00;0,00;0,00;0,00;3.556,25;0,00;0,00;0,00;0,00;0,00;3.556,25
5;502;12;365;2;2021;319011010100000;"31 90 11 01 01 00 00";1072;0,00;0,00;1.968,47;0,00;0,00;0,00;0,00;0,00;1.968,47;0,00;0,00;0,00;0,00;0,00;1.968,47;0,00;0,00;0,00
5;502;12;365;2;2021;319016440100000;"31 90 16 44 01 00 00";20;0,00;0,00;103,25;0,00;0,00;0,00;0,00;0,00;103,25;0,00;0,00;0,00;0,00;0,00;103,25;0,00;0,00;0,00
5;502;12;365;2;2021;319113030100000;"31 91 13 03 01 00 00";20;874,81;865,11;1.043,46;1.043,46;1.043,46;1.533,18;874,81;865,11;1.043,46;1.043,46;1.043,46;1.533,18;500,46;761,94;999,25;1.043,46;1.043,46;2.054,91
5;502;12;365;2;2021;339030070101000;"33 90 30 07 01 01 00";20;27.273,40;0,00;0,00;0,00;-214,50;-2.940,54;0,00;3.503,14;5.050,78;4.583,28;4.957,38;6.023,78;0,00;3.503,14;5.050,78;4.583,28;4.957,38;6.023,78
5;502;12;365;2;2021;339030070102000;"33 90 30 07 01 02 00";20;13.223,75;0,00;0,00;0,00;-2.377,07;-905,93;0,00;1.183,10;4.170,18;871,77;350,90;3.364,80;0,00;1.183,10;4.170,18;871,77;350,90;3.364,80
5;502;12;365;2;2021;339030040000000;"33 90 30 04 00 00 00";20;2.760,00;0,00;0,00;0,00;0,00;-552,00;0,00;414,00;483,00;414,00;276,00;621,00;0,00;414,00;483,00;414,00;276,00;621,00
5;502;12;365;2;2021;339030070101000;"33 90 30 07 01 01 00";1031;2.691,80;0,00;0,00;0,00;214,50;1.000,00;0,00;0,00;472,02;292,02;978,54;2.163,72;0,00;0,00;472,02;292,02;978,54;2.163,72
5;502;12;365;2;2021;339030070102000;"33 90 30 07 01 02 00";1031;16.894,95;0,00;0,00;0,00;1.590,10;506,65;0,00;1.931,59;1.931,59;5.167,02;3.239,94;6.721,56;0,00;1.931,59;1.931,59;5.167,02;3.239,94;6.721,56
5;502;12;365;2;2021;339030070102000;"33 90 30 07 01 02 00";1033;10.950,10;0,00;0,00;0,00;786,97;-1.337,21;0,00;560,00;307,45;1.667,70;2.798,02;5.066,69;0,00;560,00;307,45;1.667,70;2.798,02;5.066,69
5;502;12;365;2;2021;339030070101000;"33 90 30 07 01 01 00";1033;2.528,40;0,00;0,00;0,00;0,00;3,74;0,00;382,02;352,02;0,00;180,00;1.618,10;0,00;382,02;352,02;0,00;180,00;1.618,10
5;502;12;365;2;2021;339030070101000;"33 90 30 07 01 01 00";1071;0,00;0,00;0,00;0,00;0,00;1.892,00;0,00;0,00;0,00;0,00;0,00;1.892,00;0,00;0,00;0,00;0,00;0,00;1.892,00
5;502;12;365;2;2021;339030070102000;"33 90 30 07 01 02 00";1071;3.675,00;0,00;0,00;0,00;0,00;-1.923,54;0,00;1.218,00;0,00;0,00;0,00;533,46;0,00;1.218,00;0,00;0,00;0,00;533,46
5;502;12;365;2;2021;339039480000000;"33 90 39 48 00 00 00";20;0,00;0,00;0,00;250,00;0,00;0,00;0,00;0,00;0,00;0,00;250,00;0,00;0,00;0,00;0,00;0,00;250,00;0,00
5;502;12;365;2;2021;339046010000000;"33 90 46 01 00 00 00";20;686,70;873,60;1.575,00;1.549,80;1.524,60;1.524,60;686,70;873,60;1.575,00;1.549,80;1.524,60;1.524,60;525,00;510,30;1.312,50;1.575,00;1.512,00;2.299,50
5;502;12;365;2;2021;449052120000000;"44 90 52 12 00 00 00";20;0,00;99,00;0,00;370,00;0,00;0,00;0,00;0,00;0,00;370,00;0,00;99,00;0,00;0,00;0,00;370,00;0,00;99,00
5;502;12;365;2;2022;319004150100000;"31 90 04 15 01 00 00";20;0,00;0,00;284,17;706,70;0,00;0,00;0,00;0,00;284,17;706,70;0,00;0,00;0,00;0,00;0,00;739,85;251,02;0,00
5;502;12;365;2;2022;319004999900000;"31 90 04 99 99 00 00";31;0,00;0,00;1.984,66;2.999,56;0,00;0,00;0,00;0,00;1.984,66;2.999,56;0,00;0,00;0,00;0,00;1.984,66;2.999,56;0,00;0,00
5;502;12;365;2;2022;319011370000000;"31 90 11 37 00 00 00";20;1.436,44;1.342,58;2.636,71;1.439,75;1.740,99;1.782,30;1.436,44;1.342,58;2.636,71;1.439,75;1.740,99;1.782,30;1.436,44;1.342,58;2.636,71;1.439,75;1.740,99;1.782,30
5;502;12;365;2;2022;319011010100000;"31 90 11 01 01 00 00";20;17.443,72;33.008,17;18.577,67;40.521,05;45.702,94;45.298,34;17.443,72;33.008,17;18.577,67;40.521,05;45.702,94;45.298,34;17.443,72;33.008,17;18.577,67;40.521,05;45.702,94;45.298,34
5;502;12;365;2;2022;319011450000000;"31 90 11 45 00 00 00";20;2.920,85;0,00;0,00;0,00;0,00;493,01;2.920,85;0,00;0,00;0,00;0,00;493,01;2.920,85;0,00;0,00;0,00;0,00;493,01
5;502;12;365;2;2022;319011430000000;"31 90 11 43 00 00 00";20;0,00;0,00;0,00;0,00;0,00;20.730,09;0,00;0,00;0,00;0,00;0,00;20.730,09;0,00;0,00;0,00;0,00;0,00;20.730,09
5;502;12;365;2;2022;319011010100000;"31 90 11 01 01 00 00";1072;0,00;0,00;18.577,67;0,00;0,00;0,00;0,00;0,00;18.577,67;0,00;0,00;0,00;0,00;0,00;18.577,67;0,00;0,00;0,00
5;502;12;365;2;2022;319016440100000;"31 90 16 44 01 00 00";20;0,00;0,00;105,96;0,00;207,38;0,00;0,00;0,00;105,96;0,00;207,38;0,00;0,00;0,00;105,96;0,00;207,38;0,00
5;502;12;365;2;2022;319094010300000;"31 90 94 01 03 00 00";20;460,61;0,00;0,00;0,00;0,00;0,00;460,61;0,00;0,00;0,00;0,00;0,00;460,61;0,00;0,00;0,00;0,00;0,00
5;502;12;365;2;2022;319113030100000;"31 91 13 03 01 00 00";20;3.009,02;4.699,18;5.693,93;6.073,88;6.490,33;6.128,58;3.009,02;4.699,18;5.693,93;6.073,88;6.490,33;6.128,58;1.730,23;3.068,98;5.774,14;5.865,72;6.279,87;9.375,98
5;502;12;365;2;2022;319113030100000;"31 91 13 03 01 00 00";31;0,00;0,00;0,00;0,00;0,00;3.283,47;0,00;0,00;0,00;0,00;0,00;3.283,47;0,00;0,00;0,00;0,00;0,00;3.283,47
5;502;12;365;2;2022;339030240000000;"33 90 30 24 00 00 00";20;1.544,65;9,35;0,00;0,00;0,00;0,00;0,00;1.554,00;0,00;0,00;0,00;0,00;0,00;1.554,00;0,00;0,00;0,00;0,00
5;502;12;365;2;2022;339030160000000;"33 90 30 16 00 00 00";20;0,00;6.635,53;42,00;0,00;0,00;-26,60;0,00;5.145,06;1.505,87;0,00;0,00;0,00;0,00;5.145,06;1.123,37;382,50;0,00;0,00
5;502;12;365;2;2022;339030040000000;"33 90 30 04 00 00 00";20;220,00;-220,00;220,00;0,00;0,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00
5;502;12;365;2;2022;339030140000000;"33 90 30 14 00 00 00";20;0,00;0,00;540,00;0,00;0,00;0,00;0,00;0,00;540,00;0,00;0,00;0,00;0,00;0,00;540,00;0,00;0,00;0,00
5;502;12;365;2;2022;339039160000000;"33 90 39 16 00 00 00";20;810,00;-134,00;0,00;0,00;0,00;0,00;100,00;576,00;0,00;0,00;0,00;0,00;0,00;676,00;0,00;0,00;0,00;0,00
5;502;12;365;2;2022;339039780000000;"33 90 39 78 00 00 00";20;0,00;697,00;0,00;0,00;0,00;0,00;0,00;0,00;697,00;0,00;0,00;0,00;0,00;0,00;697,00;0,00;0,00;0,00
5;502;12;365;2;2022;339039120000000;"33 90 39 12 00 00 00";20;2.400,00;0,00;0,00;2.350,00;0,00;-1.718,60;0,00;0,00;0,00;0,00;2.859,90;171,50;0,00;0,00;0,00;0,00;2.859,90;171,50
5;502;12;365;2;2022;339039650000000;"33 90 39 65 00 00 00";20;0,00;3.190,00;0,00;0,00;0,00;0,00;0,00;3.190,00;0,00;0,00;0,00;0,00;0,00;0,00;3.190,00;0,00;0,00;0,00
5;502;12;365;2;2022;339039200000000;"33 90 39 20 00 00 00";20;680,00;0,00;0,00;320,00;0,00;0,00;680,00;0,00;0,00;0,00;0,00;320,00;680,00;0,00;0,00;0,00;0,00;320,00
5;502;12;365;2;2022;339046010000000;"33 90 46 01 00 00 00";20;1.906,80;5.336,10;7.247,10;7.358,40;8.320,20;8.219,40;1.906,80;5.336,10;7.247,10;7.358,40;8.320,20;8.219,40;1.472,10;1.997,10;7.434,00;7.234,50;7.770,00;12.480,30
5;502;12;365;2;2022;449052300000000;"44 90 52 30 00 00 00";20;0,00;0,00;620,00;0,00;0,00;0,00;0,00;0,00;620,00;0,00;0,00;0,00;0,00;0,00;620,00;0,00;0,00;0,00
5;502;12;365;2;2022;449052120000000;"44 90 52 12 00 00 00";20;0,00;124,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;124,00;0,00;0,00;0,00;0,00;0,00;124,00;0,00;0,00
5;502;12;365;2;2022;449052420000000;"44 90 52 42 00 00 00";20;0,00;648,00;0,00;0,00;0,00;0,00;0,00;0,00;648,00;0,00;0,00;0,00;0,00;0,00;648,00;0,00;0,00;0,00
5;502;12;365;2;2022;449052330000000;"44 90 52 33 00 00 00";20;0,00;779,00;0,00;0,00;0,00;0,00;0,00;0,00;779,00;0,00;0,00;0,00;0,00;0,00;779,00;0,00;0,00;0,00
5;502;12;365;2;2022;449052350000000;"44 90 52 35 00 00 00";20;0,00;2.399,00;0,00;0,00;0,00;0,00;0,00;0,00;2.399,00;0,00;0,00;0,00;0,00;0,00;2.399,00;0,00;0,00;0,00
5;502;12;365;2;2023;319011010100000;"31 90 11 01 01 00 00";31;77.575,23;76.039,73;76.141,71;76.144,69;75.487,07;74.499,88;77.575,23;76.039,73;76.141,71;76.144,69;75.487,07;74.499,88;77.575,23;76.039,73;76.141,71;76.144,69;74.273,38;75.713,57
5;502;12;365;2;2023;319011400000000;"31 90 11 40 00 00 00";31;531,08;531,08;531,08;265,54;0,00;0,00;531,08;531,08;531,08;265,54;0,00;0,00;531,08;531,08;531,08;265,54;0,00;0,00
5;502;12;365;2;2023;319011370000000;"31 90 11 37 00 00 00";31;8.067,77;8.176,70;7.949,55;7.178,71;6.444,66;6.548,13;8.067,77;8.176,70;7.949,55;7.178,71;6.444,66;6.548,13;8.067,77;8.176,70;7.949,55;7.178,71;6.444,66;6.548,13
5;502;12;365;2;2023;319011330000000;"31 90 11 33 00 00 00";31;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56;4.439,56
5;502;12;365;2;2023;319011450000000;"31 90 11 45 00 00 00";31;19.567,15;0,00;0,00;4.608,57;0,00;0,00;19.567,15;0,00;0,00;4.608,57;0,00;0,00;19.567,15;0,00;0,00;4.608,57;0,00;0,00
5;502;12;365;2;2023;319011470000000;"31 90 11 47 00 00 00";31;0,00;0,00;0,00;1.916,36;0,00;2.099,46;0,00;0,00;0,00;1.916,36;0,00;2.099,46;0,00;0,00;0,00;1.916,36;0,00;2.099,46
5;502;12;365;2;2023;319011430000000;"31 90 11 43 00 00 00";31;0,00;0,00;0,00;0,00;0,00;42.338,84;0,00;0,00;0,00;0,00;0,00;42.338,84;0,00;0,00;0,00;0,00;0,00;42.338,84
5;502;12;365;2;2023;319016440100000;"31 90 16 44 01 00 00";20;0,00;0,00;0,00;0,00;495,63;0,00;0,00;0,00;0,00;0,00;495,63;0,00;0,00;0,00;0,00;0,00;495,63;0,00
5;502;12;365;2;2023;319094010300000;"31 90 94 01 03 00 00";20;2.093,69;0,00;0,00;1.885,33;0,00;0,00;2.093,69;0,00;0,00;1.885,33;0,00;0,00;2.093,69;0,00;0,00;1.885,33;0,00;0,00
5;502;12;365;2;2023;319113030100000;"31 91 13 03 01 00 00";20;15.280,35;12.200,77;12.882,79;13.240,84;11.649,56;12.421,94;15.280,35;12.200,77;12.882,79;13.240,84;11.649,56;12.421,94;9.230,05;11.812,11;12.904,90;13.692,53;11.724,81;18.311,85
5;502;12;365;2;2023;319113030100000;"31 91 13 03 01 00 00";31;0,00;0,00;0,00;0,00;0,00;5.939,81;0,00;0,00;0,00;0,00;0,00;5.939,81;0,00;0,00;0,00;0,00;0,00;5.939,81
5;502;12;365;2;2023;339030240000000;"33 90 30 24 00 00 00";20;4.227,55;124,78;703,60;5.535,55;0,00;-0,60;0,00;4.072,33;260,00;65,30;6.018,25;175,00;0,00;4.072,33;260,00;0,00;6.083,55;175,00
5;502;12;365;2;2023;339030160000000;"33 90 30 16 00 00 00";20;1.705,00;7.420,50;0,00;0,00;0,00;0,00;0,00;9.125,50;0,00;0,00;0,00;0,00;0,00;9.125,50;0,00;0,00;0,00;0,00
5;502;12;365;2;2023;339030170000000;"33 90 30 17 00 00 00";20;0,00;0,00;685,00;-685,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;502;12;365;2;2023;339030290000000;"33 90 30 29 00 00 00";20;0,00;0,00;0,00;0,00;0,00;295,00;0,00;0,00;0,00;0,00;0,00;295,00;0,00;0,00;0,00;0,00;0,00;295,00
5;502;12;365;2;2023;339030220000000;"33 90 30 22 00 00 00";20;0,00;49,00;572,00;0,00;324,00;0,00;0,00;0,00;0,00;572,00;49,00;324,00;0,00;0,00;0,00;572,00;49,00;324,00
5;502;12;365;2;2023;339030210000000;"33 90 30 21 00 00 00";20;0,00;1.420,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.420,50;0,00;0,00;0,00;0,00;0,00;1.420,50;0,00
5;502;12;365;2;2023;339030250000000;"33 90 30 25 00 00 00";20;0,00;0,00;0,00;0,00;64,80;0,00;0,00;0,00;0,00;0,00;0,00;64,80;0,00;0,00;0,00;0,00;0,00;64,80
5;502;12;365;2;2023;339030220000000;"33 90 30 22 00 00 00";1014;0,00;18.524,00;0,00;0,00;0,00;-2.445,78;0,00;2.469,42;12.447,80;0,00;1.161,00;0,00;0,00;2.469,42;12.447,80;0,00;1.161,00;0,00
5;502;12;365;2;2023;339030210000000;"33 90 30 21 00 00 00";1014;0,00;826,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;826,95;0,00;0,00;0,00;0,00;0,00;826,95;0,00
5;502;12;365;2;2023;339030260000000;"33 90 30 26 00 00 00";1014;0,00;515,00;0,00;0,00;0,00;-257,50;0,00;0,00;257,50;0,00;0,00;0,00;0,00;0,00;257,50;0,00;0,00;0,00
5;502;12;365;2;2023;339030160000000;"33 90 30 16 00 00 00";1014;0,00;115,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;115,05;0,00;0,00;0,00;0,00;0,00;115,05;0,00
5;502;12;365;2;2023;339039430000000;"33 90 39 43 00 00 00";20;20.640,00;0,00;0,00;0,00;0,00;-6.152,81;1.136,87;1.272,59;2.349,45;3.794,18;1.396,66;4.537,44;1.136,87;1.272,59;2.349,45;2.377,87;2.812,97;4.537,44
5;502;12;365;2;2023;339039440000000;"33 90 39 44 00 00 00";20;2.520,00;0,00;0,00;0,00;0,00;292,12;157,34;216,95;566,72;450,99;555,08;865,04;157,34;216,95;566,72;450,99;555,08;865,04
5;502;12;365;2;2023;339039580100000;"33 90 39 58 01 00 00";20;2.400,00;0,00;0,00;0,00;0,00;-406,86;281,56;287,69;353,40;600,50;142,67;327,32;281,56;287,69;353,40;392,53;350,64;327,32
5;502;12;365;2;2023;339039580200000;"33 90 39 58 02 00 00";20;1.226,58;0,00;0,00;0,00;0,00;0,00;77,58;0,00;250,00;0,00;0,00;899,00;0,00;77,58;250,00;0,00;0,00;899,00
5;502;12;365;2;2023;339039160000000;"33 90 39 16 00 00 00";20;1.927,80;120,00;0,00;0,00;0,00;0,00;1.927,80;0,00;120,00;0,00;0,00;0,00;0,00;1.927,80;120,00;0,00;0,00;0,00
5;502;12;365;2;2023;339039050000000;"33 90 39 05 00 00 00";20;0,00;1.196,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.196,00;0,00;0,00;0,00;0,00;0,00;1.196,00
5;502;12;365;2;2023;339046010000000;"33 90 46 01 00 00 00";20;285,60;4.389,35;5.520,90;5.449,87;4.565,40;4.548,60;285,60;4.389,35;5.520,90;5.449,87;4.565,40;4.548,60;0,00;2.102,10;5.176,85;5.490,19;5.104,68;6.885,90
5;502;12;365;2;2023;449052420000000;"44 90 52 42 00 00 00";20;0,00;3.702,00;0,00;0,00;0,00;0,00;0,00;0,00;3.702,00;0,00;0,00;0,00;0,00;0,00;3.702,00;0,00;0,00;0,00
5;502;12;365;2;2023;449052340000000;"44 90 52 34 00 00 00";20;0,00;0,00;0,00;1.073,00;0,00;0,00;0,00;0,00;0,00;1.073,00;0,00;0,00;0,00;0,00;0,00;1.073,00;0,00;0,00
5;502;12;365;2;2023;449052420000000;"44 90 52 42 00 00 00";1014;0,00;0,00;9.300,00;3.867,00;0,00;0,00;0,00;0,00;0,00;13.167,00;0,00;0,00;0,00;0,00;0,00;9.300,00;3.867,00;0,00
5;502;12;365;2;2023;449052330000000;"44 90 52 33 00 00 00";1014;0,00;3.628,00;0,00;0,00;0,00;0,00;0,00;0,00;3.628,00;0,00;0,00;0,00;0,00;0,00;3.628,00;0,00;0,00;0,00
5;502;12;365;2;2023;449052350000000;"44 90 52 35 00 00 00";1014;0,00;2.100,00;0,00;0,00;0,00;0,00;0,00;0,00;2.100,00;0,00;0,00;0,00;0,00;0,00;2.100,00;0,00;0,00;0,00
5;502;12;367;2;2024;335043010000000;"33 50 43 01 00 00 00";20;123.000,00;0,00;0,00;0,00;0,00;0,00;0,00;12.500,00;37.500,00;25.000,00;25.000,00;23.000,00;0,00;12.500,00;37.500,00;12.500,00;25.000,00;35.500,00
5;502;12;367;2;2024;335043010000000;"33 50 43 01 00 00 00";1314;13.500,00;0,00;0,00;0,00;0,00;0,00;13.500,00;0,00;0,00;0,00;0,00;0,00;13.500,00;0,00;0,00;0,00;0,00;0,00
5;502;12;367;2;2024;335043010000000;"33 50 43 01 00 00 00";1315;13.500,00;0,00;0,00;0,00;0,00;0,00;0,00;13.500,00;0,00;0,00;0,00;0,00;0,00;13.500,00;0,00;0,00;0,00;0,00
5;503;13;392;3;2025;335041990000000;"33 50 41 99 00 00 00";1;0,00;0,00;17.000,00;0,00;0,00;0,00;0,00;0,00;6.800,00;1.700,00;5.100,00;3.400,00;0,00;0,00;6.800,00;1.700,00;5.100,00;3.400,00
5;503;13;392;3;2025;339039050000000;"33 90 39 05 00 00 00";1;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00
5;503;13;392;3;2026;319011010100000;"31 90 11 01 01 00 00";1;6.645,24;6.645,24;6.379,71;6.645,24;6.281,77;6.426,70;6.645,24;6.645,24;6.379,71;6.645,24;6.281,77;6.426,70;6.645,24;6.645,24;6.379,71;6.645,24;6.281,77;6.426,70
5;503;13;392;3;2026;319011370000000;"31 90 11 37 00 00 00";1;332,26;332,26;332,26;332,26;398,72;398,72;332,26;332,26;332,26;332,26;398,72;398,72;332,26;332,26;332,26;332,26;398,72;398,72
5;503;13;392;3;2026;319011450000000;"31 90 11 45 00 00 00";1;0,00;0,00;0,00;0,00;0,00;1.173,99;0,00;0,00;0,00;0,00;0,00;1.173,99;0,00;0,00;0,00;0,00;0,00;1.173,99
5;503;13;392;3;2026;319011430000000;"31 90 11 43 00 00 00";1;0,00;0,00;0,00;0,00;0,00;3.521,98;0,00;0,00;0,00;0,00;0,00;3.521,98;0,00;0,00;0,00;0,00;0,00;3.521,98
5;503;13;392;3;2026;319113030100000;"31 91 13 03 01 00 00";1;954,52;954,52;918,20;954,52;913,89;1.576,13;954,52;954,52;918,20;954,52;913,89;1.576,13;477,26;954,52;918,20;954,52;959,07;2.008,21
