orgao;uniorcam;funcao;subfuncao;programa;projativ;rubrica;rubrica_f;rv;empenhado_1bim;empenhado_2bim;empenhado_3bim;empenhado_4bim;empenhado_5bim;empenhado_6bim;liquidado_1bim;liquidado_2bim;liquidado_3bim;liquidado_4bim;liquidado_5bim;liquidado_6bim;pago_1bim;pago_2bim;pago_3bim;pago_4bim;pago_5bim;pago_6bim
4;401;4;123;1;2015;339093050000000;"33 90 93 05 00 00 00";1;827,50;122,34;40,00;70,00;221,00;200,00;827,50;122,34;0,00;110,00;221,00;200,00;677,50;272,34;0,00;110,00;221,00;200,00
4;401;4;123;1;2015;449052420000000;"44 90 52 42 00 00 00";1;0,00;674,00;814,00;0,00;0,00;2.025,00;0,00;0,00;674,00;814,00;0,00;2.025,00;0,00;0,00;674,00;814,00;0,00;2.025,00
4;401;4;123;1;2015;449052060000000;"44 90 52 06 00 00 00";1;0,00;0,00;0,00;184,00;0,00;0,00;0,00;0,00;0,00;184,00;0,00;0,00;0,00;0,00;0,00;184,00;0,00;0,00
4;401;4;123;1;2015;449052120000000;"44 90 52 12 00 00 00";1;0,00;0,00;0,00;0,00;0,00;2.104,00;0,00;0,00;0,00;0,00;0,00;2.104,00;0,00;0,00;0,00;0,00;0,00;2.104,00
4;401;4;123;1;2015;449052360000000;"44 90 52 36 00 00 00";1;0,00;0,00;0,00;1.488,00;0,00;0,00;0,00;0,00;0,00;0,00;1.488,00;0,00;0,00;0,00;0,00;0,00;1.488,00;0,00
4;401;4;123;1;2015;449052350000000;"44 90 52 35 00 00 00";1;0,00;449,00;0,00;0,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00
4;401;4;123;1;2015;449052390000000;"44 90 52 39 00 00 00";1;0,00;0,00;0,00;0,00;0,00;1.220,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4;401;4;123;1;2015;449052300000000;"44 90 52 30 00 00 00";1;0,00;0,00;0,00;0,00;0,00;620,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;501;12;122;1;2016;319011010100000;"31 90 11 01 01 00 00";1;11.213,30;11.213,30;11.213,30;11.213,30;12.961,94;14.048,94;11.213,30;11.213,30;11.213,30;11.213,30;12.961,94;14.048,94;11.213,30;11.213,30;11.213,30;11.213,30;12.961,94;14.048,94
5;501;12;122;1;2016;319011740000000;"31 90 11 74 00 00 00";1;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00;7.566,00
5;501;12;122;1;2016;319011330000000;"31 90 11 33 00 00 00";1;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24;560,24
5;501;12;122;1;2016;319011450000000;"31 90 11 45 00 00 00";1;1.477,13;0,00;0,00;1.261,00;493,35;0,00;1.477,13;0,00;0,00;1.261,00;493,35;0,00;1.477,13;0,00;0,00;1.261,00;493,35;0,00
5;501;12;122;1;2016;319011370000000;"31 90 11 37 00 00 00";1;437,94;437,94;437,94;462,54;514,54;514,54;437,94;437,94;437,94;462,54;514,54;514,54;437,94;437,94;437,94;462,54;514,54;514,54
5;501;12;122;1;2016;319011430000000;"31 90 11 43 00 00 00";1;0,00;0,00;0,00;0,00;0,00;10.712,45;0,00;0,00;0,00;0,00;0,00;10.712,45;0,00;0,00;0,00;0,00;0,00;10.712,45
5;501;12;122;1;2016;319013990100000;"31 90 13 99 01 00 00";1;777,00;723,20;611,40;827,00;1.567,50;1.340,00;777,00;723,20;611,40;827,00;1.567,50;1.340,00;0,00;897,00;941,00;867,40;1.386,00;1.754,70
5;501;12;122;1;2016;319013020100000;"31 90 13 02 01 00 00";1;2.458,86;2.334,58;2.334,58;2.599,39;2.334,58;3.501,87;2.458,86;2.334,58;2.334,58;2.599,39;2.334,58;3.501,87;1.291,57;2.334,58;2.334,58;2.599,39;2.334,58;4.669,16
5;501;12;122;1;2016;319113030100000;"31 91 13 03 01 00 00";1;1.431,63;1.184,76;1.184,76;1.412,14;1.505,86;2.351,09;1.431,63;1.184,76;1.184,76;1.412,14;1.505,86;2.351,09;831,39;1.192,62;1.184,76;1.290,87;1.360,45;3.210,15
5;501;12;122;1;2016;339014140000000;"33 90 14 14 00 00 00";1;538,16;2.842,39;1.911,10;80,76;2.369,02;5.787,16;538,16;2.842,39;1.911,10;80,76;2.369,02;5.787,16;0,00;3.111,47;2.180,18;80,76;2.369,02;5.787,16
5;501;12;122;1;2016;339030240000000;"33 90 30 24 00 00 00";1;669,02;0,00;-488,45;186,60;0,00;0,00;0,00;180,57;0,00;15,10;171,50;0,00;0,00;180,57;0,00;0,00;186,60;0,00
5;501;12;122;1;2016;339030160000000;"33 90 30 16 00 00 00";1;0,00;2.658,70;0,00;100,00;150,00;-293,50;0,00;2.185,68;179,52;100,00;150,00;0,00;0,00;2.185,68;179,52;100,00;150,00;0,00
5;501;12;122;1;2016;339030079900000;"33 90 30 07 99 00 00";1;724,80;16,98;123,44;499,00;-31,98;170,00;0,00;709,80;123,44;184,00;315,00;170,00;0,00;709,80;123,44;184,00;315,00;170,00
5;501;12;122;1;2016;339030010000000;"33 90 30 01 00 00 00";1;3.448,00;0,00;70,20;0,00;0,00;0,00;0,00;1.573,15;1.336,20;608,85;0,00;0,00;0,00;1.573,15;1.336,20;608,85;0,00;0,00
5;501;12;122;1;2016;339030040000000;"33 90 30 04 00 00 00";1;175,00;-175,00;178,00;-3,00;0,00;0,00;0,00;0,00;0,00;65,00;110,00;0,00;0,00;0,00;0,00;65,00;110,00;0,00
5;501;12;122;1;2016;339030210000000;"33 90 30 21 00 00 00";1;8,50;0,00;0,00;0,00;0,00;0,00;0,00;8,50;0,00;0,00;0,00;0,00;0,00;8,50;0,00;0,00;0,00;0,00
5;501;12;122;1;2016;339030410000000;"33 90 30 41 00 00 00";1;0,00;54,00;0,00;0,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00
5;501;12;122;1;2016;339030150000000;"33 90 30 15 00 00 00";1;0,00;0,00;0,00;0,00;0,00;255,00;0,00;0,00;0,00;0,00;0,00;255,00;0,00;0,00;0,00;0,00;0,00;255,00
5;501;12;122;1;2016;339030170000000;"33 90 30 17 00 00 00";1;0,00;658,50;0,00;0,00;0,00;110,00;0,00;0,00;0,00;0,00;0,00;768,50;0,00;0,00;0,00;0,00;0,00;768,50
5;501;12;122;1;2016;339030390000000;"33 90 30 39 00 00 00";1;0,00;0,00;711,71;0,00;0,00;0,00;0,00;0,00;0,00;711,71;0,00;0,00;0,00;0,00;0,00;711,71;0,00;0,00
5;501;12;122;1;2016;339030250000000;"33 90 30 25 00 00 00";1;0,00;0,00;0,00;0,00;14,40;0,00;0,00;0,00;0,00;0,00;0,00;14,40;0,00;0,00;0,00;0,00;0,00;14,40
5;501;12;122;1;2016;339033010000000;"33 90 33 01 00 00 00";1;0,00;867,50;1.282,50;39,92;2.199,70;0,00;0,00;867,50;1.282,50;39,92;2.199,70;0,00;0,00;540,00;1.310,00;339,92;1.482,80;716,90
5;501;12;122;1;2016;339039580200000;"33 90 39 58 02 00 00";1;6.083,04;0,00;0,00;0,00;0,00;0,00;1.013,84;1.013,84;1.013,84;1.013,84;1.013,84;1.013,84;1.013,84;1.013,84;1.013,84;1.013,84;1.013,84;1.013,84
5;501;12;122;1;2016;339039120000000;"33 90 39 12 00 00 00";1;1.862,47;0,00;0,00;0,00;500,00;-117,11;233,56;427,44;329,16;662,94;120,66;471,60;233,56;427,44;329,16;662,94;120,66;471,60
5;501;12;122;1;2016;339039110000000;"33 90 39 11 00 00 00";1;2.634,94;744,86;2.066,98;3.444,84;0,00;-180,00;283,98;1.483,51;1.499,02;1.593,17;1.767,96;2.083,98;0,00;1.767,49;1.499,02;1.593,17;1.767,96;2.083,98
5;501;12;122;1;2016;339039690000000;"33 90 39 69 00 00 00";1;0,00;45,55;0,00;0,00;0,00;0,00;0,00;45,55;0,00;0,00;0,00;0,00;0,00;45,55;0,00;0,00;0,00;0,00
5;501;12;122;1;2016;339039480000000;"33 90 39 48 00 00 00";1;754,00;400,00;0,00;0,00;0,00;0,00;0,00;1.154,00;0,00;0,00;0,00;0,00;0,00;1.154,00;0,00;0,00;0,00;0,00
5;501;12;122;1;2016;339039010000000;"33 90 39 01 00 00 00";1;95,00;645,59;0,00;0,00;0,00;0,00;0,00;740,59;0,00;0,00;0,00;0,00;0,00;740,59;0,00;0,00;0,00;0,00
5;501;12;122;1;2016;339039190000000;"33 90 39 19 00 00 00";1;560,00;0,00;307,00;0,00;0,00;0,00;0,00;224,00;140,00;447,00;56,00;0,00;0,00;224,00;140,00;447,00;56,00;0,00
5;501;12;122;1;2016;339039160000000;"33 90 39 16 00 00 00";1;1.704,37;0,00;0,00;0,00;0,00;0,00;1.704,37;0,00;0,00;0,00;0,00;0,00;0,00;1.704,37;0,00;0,00;0,00;0,00
5;501;12;122;1;2016;339039200000000;"33 90 39 20 00 00 00";1;85,00;0,00;0,00;0,00;0,00;0,00;85,00;0,00;0,00;0,00;0,00;0,00;85,00;0,00;0,00;0,00;0,00;0,00
5;501;12;122;1;2016;339039630000000;"33 90 39 63 00 00 00";1;0,00;0,00;267,80;0,00;0,00;465,60;0,00;0,00;267,80;0,00;0,00;465,60;0,00;0,00;0,00;267,80;0,00;465,60
5;501;12;122;1;2016;339046010000000;"33 90 46 01 00 00 00";1;1.558,20;2.221,80;2.074,80;1.999,20;2.362,50;2.574,60;1.558,20;2.221,80;2.074,80;1.999,20;2.362,50;2.574,60;810,60;1.795,50;2.223,90;2.062,20;2.011,80;3.887,10
5;501;12;122;1;2016;449052350000000;"44 90 52 35 00 00 00";1;0,00;9.379,00;0,00;0,00;0,00;0,00;0,00;0,00;9.379,00;0,00;0,00;0,00;0,00;0,00;9.379,00;0,00;0,00;0,00
5;501;12;122;1;2016;449052330000000;"44 90 52 33 00 00 00";1;0,00;714,00;0,00;0,00;0,00;0,00;0,00;0,00;714,00;0,00;0,00;0,00;0,00;0,00;714,00;0,00;0,00;0,00
5;501;12;122;1;2016;449052120000000;"44 90 52 12 00 00 00";1;0,00;1.220,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.220,00;0,00;0,00;0,00;0,00;0,00;1.220,00;0,00;0,00
5;502;12;128;2;2017;339014140000000;"33 90 14 14 00 00 00";20;605,70;969,18;969,18;652,81;1.076,32;0,00;605,70;969,18;969,18;652,81;1.076,32;0,00;0,00;1.574,88;969,18;652,81;1.076,32;0,00
5;502;12;128;2;2017;339033010000000;"33 90 33 01 00 00 00";20;0,00;0,00;0,00;0,00;722,80;0,00;0,00;0,00;0,00;0,00;722,80;0,00;0,00;0,00;0,00;0,00;722,80;0,00
5;502;12;128;2;2017;339039480000000;"33 90 39 48 00 00 00";20;12.500,00;0,00;0,00;1.800,00;0,00;0,00;6.000,00;4.000,00;0,00;0,00;1.800,00;2.500,00;0,00;10.000,00;0,00;0,00;1.800,00;2.500,00
5;502;12;128;2;2017;339039800000000;"33 90 39 80 00 00 00";20;0,00;0,00;360,00;0,00;0,00;0,00;0,00;0,00;360,00;0,00;0,00;0,00;0,00;0,00;360,00;0,00;0,00;0,00
5;502;12;128;2;2017;339039100000000;"33 90 39 10 00 00 00";20;193,00;0,00;0,00;0,00;0,00;0,00;0,00;193,00;0,00;0,00;0,00;0,00;0,00;193,00;0,00;0,00;0,00;0,00
5;502;12;128;2;2017;339093050000000;"33 90 93 05 00 00 00";20;0,00;452,50;229,50;0,00;0,00;0,00;0,00;223,00;459,00;0,00;0,00;0,00;0,00;223,00;459,00;0,00;0,00;0,00
5;502;12;361;2;2018;319004150100000;"31 90 04 15 01 00 00";20;0,00;0,00;132,61;0,00;0,00;0,00;0,00;0,00;132,61;0,00;0,00;0,00;0,00;0,00;132,61;0,00;0,00;0,00
5;502;12;361;2;2018;319011450000000;"31 90 11 45 00 00 00";20;2.677,35;0,00;349,07;0,00;0,00;349,07;2.677,35;0,00;349,07;0,00;0,00;349,07;2.677,35;0,00;349,07;0,00;0,00;349,07
5;502;12;361;2;2018;319011010100000;"31 90 11 01 01 00 00";20;18.374,92;19.955,64;14.574,32;25.043,88;22.846,86;22.162,66;18.374,92;19.955,64;14.574,32;25.043,88;22.846,86;22.162,66;18.374,92;19.955,64;14.574,32;25.043,88;22.846,86;22.162,66
5;502;12;361;2;2018;319011370000000;"31 90 11 37 00 00 00";20;1.447,02;1.447,02;1.495,32;1.568,66;1.593,34;1.212,92;1.447,02;1.447,02;1.495,32;1.568,66;1.593,34;1.212,92;1.447,02;1.447,02;1.495,32;1.568,66;1.593,34;1.212,92
5;502;12;361;2;2018;319011470000000;"31 90 11 47 00 00 00";20;0,00;0,00;0,00;0,00;0,00;1.120,47;0,00;0,00;0,00;0,00;0,00;1.120,47;0,00;0,00;0,00;0,00;0,00;1.120,47
5;502;12;361;2;2018;319011430000000;"31 90 11 43 00 00 00";20;0,00;0,00;0,00;0,00;0,00;10.664,83;0,00;0,00;0,00;0,00;0,00;10.664,83;0,00;0,00;0,00;0,00;0,00;10.664,83
5;502;12;361;2;2018;319011010100000;"31 90 11 01 01 00 00";1072;0,00;0,00;9.376,64;0,00;0,00;0,00;0,00;0,00;9.376,64;0,00;0,00;0,00;0,00;0,00;9.376,64;0,00;0,00;0,00
5;502;12;361;2;2018;319013020100000;"31 90 13 02 01 00 00";20;879,66;879,66;952,96;879,66;520,46;1.356,14;879,66;879,66;952,96;879,66;520,46;1.356,14;439,83;879,66;952,96;879,66;740,38;1.576,05
5;502;12;361;2;2018;319016440100000;"31 90 16 44 01 00 00";20;0,00;0,00;178,96;29,38;0,00;0,00;0,00;0,00;178,96;29,38;0,00;0,00;0,00;0,00;178,96;29,38;0,00;0,00
5;502;12;361;2;2018;319113030100000;"31 91 13 03 01 00 00";20;2.504,89;2.354,87;2.905,74;3.067,58;3.004,39;2.506,88;2.504,89;2.354,87;2.905,74;3.067,58;3.004,39;2.506,88;1.435,58;2.138,62;2.666,50;3.074,32;3.069,42;3.959,91
5;502;12;361;2;2018;319113030100000;"31 91 13 03 01 00 00";31;0,00;0,00;0,00;0,00;0,00;1.314,21;0,00;0,00;0,00;0,00;0,00;1.314,21;0,00;0,00;0,00;0,00;0,00;1.314,21
5;502;12;361;2;2018;339030079900000;"33 90 30 07 99 00 00";20;0,00;254,00;127,00;234,00;0,00;0,00;0,00;254,00;0,00;361,00;0,00;0,00;0,00;254,00;0,00;361,00;0,00;0,00
5;502;12;361;2;2018;339030040000000;"33 90 30 04 00 00 00";20;1.076,00;0,00;0,00;0,00;0,00;0,00;1.076,00;0,00;0,00;0,00;0,00;0,00;0,00;1.076,00;0,00;0,00;0,00;0,00
5;502;12;361;2;2018;339030260000000;"33 90 30 26 00 00 00";20;0,00;90,00;0,00;0,00;0,00;0,00;0,00;90,00;0,00;0,00;0,00;0,00;0,00;90,00;0,00;0,00;0,00;0,00
5;502;12;361;2;2018;339030110000000;"33 90 30 11 00 00 00";20;0,00;15,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00
5;502;12;361;2;2018;339030230000000;"33 90 30 23 00 00 00";20;0,00;2.530,00;0,00;0,00;0,00;0,00;0,00;2.530,00;0,00;0,00;0,00;0,00;0,00;2.530,00;0,00;0,00;0,00;0,00
5;502;12;361;2;2018;339030220000000;"33 90 30 22 00 00 00";20;0,00;0,00;286,00;0,00;0,00;0,00;0,00;0,00;0,00;286,00;0,00;0,00;0,00;0,00;0,00;286,00;0,00;0,00
5;502;12;361;2;2018;339030210000000;"33 90 30 21 00 00 00";20;0,00;5,50;0,00;0,00;0,00;0,00;0,00;5,50;0,00;0,00;0,00;0,00;0,00;5,50;0,00;0,00;0,00;0,00
5;502;12;361;2;2018;339030160000000;"33 90 30 16 00 00 00";20;0,00;0,00;410,00;0,00;0,00;0,00;0,00;0,00;410,00;0,00;0,00;0,00;0,00;0,00;410,00;0,00;0,00;0,00
5;502;12;361;2;2018;339030460000000;"33 90 30 46 00 00 00";20;0,00;170,00;0,00;0,00;0,00;0,00;0,00;0,00;170,00;0,00;0,00;0,00;0,00;0,00;170,00;0,00;0,00;0,00
5;502;12;361;2;2018;339039200000000;"33 90 39 20 00 00 00";20;1.870,00;120,00;192,00;0,00;0,00;0,00;1.870,00;120,00;0,00;192,00;0,00;0,00;1.870,00;120,00;0,00;192,00;0,00;0,00
5;502;12;361;2;2018;339039120000000;"33 90 39 12 00 00 00";20;4.191,66;0,00;0,00;0,00;1.500,00;-730,80;0,00;655,68;610,68;994,14;684,48;2.015,88;0,00;655,68;610,68;994,14;684,48;2.015,88
5;502;12;361;2;2018;339039950000000;"33 90 39 95 00 00 00";20;0,00;0,00;33,95;0,00;0,00;0,00;0,00;0,00;33,95;0,00;0,00;0,00;0,00;0,00;0,00;33,95;0,00;0,00
5;502;12;361;2;2018;339039110000000;"33 90 39 11 00 00 00";20;0,00;270,00;0,00;0,00;0,00;-30,00;0,00;0,00;30,00;90,00;60,00;60,00;0,00;0,00;30,00;90,00;60,00;60,00
5;502;12;361;2;2018;339039580200000;"33 90 39 58 02 00 00";20;0,00;980,10;0,00;0,00;0,00;-108,90;0,00;0,00;108,90;326,70;217,80;217,80;0,00;0,00;108,90;326,70;217,80;217,80
5;502;12;361;2;2018;339039650000000;"33 90 39 65 00 00 00";20;0,00;3.190,00;0,00;0,00;0,00;0,00;0,00;3.190,00;0,00;0,00;0,00;0,00;0,00;0,00;3.190,00;0,00;0,00;0,00
5;502;12;361;2;2018;339039960000000;"33 90 39 96 00 00 00";20;0,00;0,00;0,00;0,00;0,00;1.200,00;0,00;0,00;0,00;0,00;0,00;1.200,00;0,00;0,00;0,00;0,00;0,00;1.200,00
5;502;12;361;2;2018;339046010000000;"33 90 46 01 00 00 00";20;2.656,50;4.048,80;4.571,70;5.346,60;4.983,30;4.418,40;2.656,50;4.048,80;4.571,70;5.346,60;4.983,30;4.418,40;2.100,00;2.568,30;4.422,60;4.897,20;5.277,30;6.759,90
5;502;12;361;2;2018;339339000000000;"33 93 39 00 00 00 00";20;24.640,00;0,00;0,00;0,00;0,00;-560,00;0,00;4.840,00;4.400,00;4.400,00;3.400,00;7.040,00;0,00;4.840,00;4.400,00;4.400,00;3.400,00;7.040,00
5;502;12;361;2;2019;319004150100000;"31 90 04 15 01 00 00";20;0,00;0,00;0,00;686,03;1.372,06;1.360,62;0,00;0,00;0,00;686,03;1.372,06;1.360,62;0,00;0,00;0,00;0,00;1.372,06;2.046,65
5;502;12;361;2;2019;319004010200000;"31 90 04 01 02 00 00";31;0,00;0,00;0,00;4.083,50;6.533,60;8.294,02;0,00;0,00;0,00;4.083,50;6.533,60;8.294,02;0,00;0,00;0,00;4.083,50;6.533,60;8.294,02
5;502;12;361;2;2019;319011330000000;"31 90 11 33 00 00 00";31;16.807,72;17.195,08;19.179,09;20.771,65;20.681,32;17.587,24;16.807,72;17.195,08;19.179,09;20.771,65;20.681,32;17.587,24;16.807,72;17.195,08;19.179,09;20.771,65;20.681,32;17.587,24
5;502;12;361;2;2019;319011010100000;"31 90 11 01 01 00 00";31;201.962,48;207.420,49;213.722,62;209.258,29;202.042,42;197.651,33;201.962,48;207.420,49;213.722,62;209.258,29;202.042,42;197.651,33;201.962,48;207.420,49;213.722,62;209.258,29;202.042,42;197.651,33
5;502;12;361;2;2019;319011400000000;"31 90 11 40 00 00 00";31;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36;2.522,36
5;502;12;361;2;2019;319011370000000;"31 90 11 37 00 00 00";31;27.696,43;28.255,53;28.083,27;28.174,23;27.822,31;27.543,26;27.696,43;28.255,53;28.083,27;28.174,23;27.822,31;27.543,26;27.696,43;28.255,53;28.083,27;28.174,23;27.822,31;27.543,26
5;502;12;361;2;2019;319011470000000;"31 90 11 47 00 00 00";31;0,00;0,00;10.726,98;0,00;0,00;2.275,90;0,00;0,00;10.726,98;0,00;0,00;2.275,90;0,00;0,00;10.726,98;0,00;0,00;2.275,90
5;502;12;361;2;2019;319011450000000;"31 90 11 45 00 00 00";31;58.154,83;941,40;0,00;5.264,25;0,00;0,00;58.154,83;941,40;0,00;5.264,25;0,00;0,00;58.154,83;941,40;0,00;5.264,25;0,00;0,00
5;502;12;361;2;2019;319011430000000;"31 90 11 43 00 00 00";31;0,00;0,00;0,00;3.321,42;0,00;127.427,38;0,00;0,00;0,00;3.321,42;0,00;127.427,38;0,00;0,00;0,00;3.321,42;0,00;127.427,38
5;502;12;361;2;2019;319013010100000;"31 90 13 01 01 00 00";20;362,64;296,02;296,02;296,02;296,02;296,02;362,64;296,02;296,02;296,02;296,02;296,02;215,71;294,94;296,02;296,02;296,02;444,03
5;502;12;361;2;2019;319013020100000;"31 90 13 02 01 00 00";20;951,92;777,04;777,04;777,04;777,04;1.165,56;951,92;777,04;777,04;777,04;777,04;1.165,56;566,23;774,21;777,04;777,04;777,04;1.554,08
5;502;12;361;2;2019;319016440100000;"31 90 16 44 01 00 00";20;0,00;0,00;0,00;0,00;316,79;0,00;0,00;0,00;0,00;0,00;316,79;0,00;0,00;0,00;0,00;0,00;316,79;0,00
5;502;12;361;2;2019;319094010300000;"31 90 94 01 03 00 00";20;0,00;0,00;0,00;7.126,14;0,00;0,00;0,00;0,00;0,00;7.126,14;0,00;0,00;0,00;0,00;0,00;7.126,14;0,00;0,00
5;502;12;361;2;2019;319113030100000;"31 91 13 03 01 00 00";20;41.091,69;35.602,92;38.703,11;37.592,11;35.172,85;-126.789,58;41.091,69;35.602,92;38.703,11;37.592,11;35.172,85;-126.789,58;24.369,26;33.678,38;38.681,84;37.661,21;36.267,35;-109.284,94
5;502;12;361;2;2019;319113030100000;"31 91 13 03 01 00 00";31;0,00;0,00;0,00;0,00;0,00;179.544,10;0,00;0,00;0,00;0,00;0,00;179.544,10;0,00;0,00;0,00;0,00;0,00;179.544,10
5;502;12;361;2;2019;339030160000000;"33 90 30 16 00 00 00";31;1.849,00;11.277,27;0,00;0,00;0,00;-119,20;0,00;11.475,82;1.531,25;0,00;0,00;0,00;0,00;11.475,82;1.148,75;382,50;0,00;0,00
5;502;12;361;2;2019;339030240000000;"33 90 30 24 00 00 00";31;0,00;1.828,70;0,00;2.198,48;0,00;761,00;0,00;0,00;0,00;2.191,00;7,48;2.589,70;0,00;0,00;0,00;0,00;2.198,48;2.589,70
5;502;12;361;2;2019;339030310000000;"33 90 30 31 00 00 00";31;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;200,00
5;502;12;361;2;2019;339030220000000;"33 90 30 22 00 00 00";31;0,00;12.468,84;0,00;0,00;324,00;-1.135,86;0,00;1.770,38;9.187,30;0,00;49,00;650,30;0,00;1.770,38;9.187,30;0,00;49,00;650,30
5;502;12;361;2;2019;339030210000000;"33 90 30 21 00 00 00";31;0,00;9.786,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.786,45;0,00;0,00;0,00;0,00;0,00;9.786,45;0,00
5;502;12;361;2;2019;339030260000000;"33 90 30 26 00 00 00";31;0,00;297,50;0,00;0,00;0,00;-40,00;0,00;0,00;257,50;0,00;0,00;0,00;0,00;0,00;257,50;0,00;0,00;0,00
5;502;12;361;2;2019;339030250000000;"33 90 30 25 00 00 00";31;0,00;0,00;128,18;0,00;0,00;0,00;0,00;0,00;128,18;0,00;0,00;0,00;0,00;0,00;128,18;0,00;0,00;0,00
5;502;12;361;2;2019;339030170000000;"33 90 30 17 00 00 00";31;0,00;999,20;0,00;0,00;0,00;-213,60;0,00;0,00;358,40;0,00;0,00;427,20;0,00;0,00;358,40;0,00;0,00;427,20
5;502;12;361;2;2019;339030230000000;"33 90 30 23 00 00 00";31;0,00;0,00;0,00;0,00;0,00;3.014,85;0,00;0,00;0,00;0,00;0,00;3.014,85;0,00;0,00;0,00;0,00;0,00;3.014,85
5;502;12;361;2;2019;339030250000000;"33 90 30 25 00 00 00";1014;0,00;0,00;245,00;0,00;0,00;0,00;0,00;0,00;0,00;245,00;0,00;0,00;0,00;0,00;0,00;245,00;0,00;0,00
5;502;12;361;2;2019;339030240000000;"33 90 30 24 00 00 00";1014;8.186,40;0,00;0,00;0,00;0,00;900,65;0,00;7.959,55;0,00;0,00;0,00;1.127,50;0,00;7.959,55;0,00;0,00;0,00;1.127,50
5;502;12;361;2;2019;339030160000000;"33 90 30 16 00 00 00";1014;0,00;35,20;0,00;0,00;0,00;0,00;0,00;35,20;0,00;0,00;0,00;0,00;0,00;35,20;0,00;0,00;0,00;0,00
5;502;12;361;2;2019;339030160000000;"33 90 30 16 00 00 00";1036;0,00;0,00;0,00;0,00;270,00;0,00;0,00;0,00;0,00;0,00;0,00;270,00;0,00;0,00;0,00;0,00;0,00;270,00
5;502;12;361;2;2019;339030140000000;"33 90 30 14 00 00 00";1036;0,00;0,00;0,00;270,00;0,00;0,00;0,00;0,00;0,00;270,00;0,00;0,00;0,00;0,00;0,00;270,00;0,00;0,00
5;502;12;361;2;2019;339039430000000;"33 90 39 43 00 00 00";20;46.260,00;0,00;0,00;-47,15;266,88;-15.760,75;1.376,29;3.290,34;6.471,79;7.832,22;2.906,95;8.841,39;1.376,29;3.290,34;6.471,79;4.969,89;5.502,40;9.108,27
5;502;12;361;2;2019;339039440000000;"33 90 39 44 00 00 00";20;7.764,00;0,00;0,00;0,00;0,00;-2.832,57;135,49;556,71;880,86;805,79;907,19;1.645,39;135,49;556,71;880,86;805,79;907,19;1.645,39
5;502;12;361;2;2019;339039580100000;"33 90 39 58 01 00 00";20;3.840,00;0,00;0,00;0,00;0,00;-218,27;646,21;569,93;732,06;782,77;271,18;619,58;646,21;569,93;732,06;498,90;555,05;619,58
5;502;12;361;2;2019;339039160000000;"33 90 39 16 00 00 00";20;0,00;0,00;0,00;0,00;0,00;350,00;0,00;0,00;0,00;0,00;0,00;350,00;0,00;0,00;0,00;0,00;0,00;350,00
5;502;12;361;2;2019;339039950000000;"33 90 39 95 00 00 00";20;0,00;200,00;0,00;0,00;0,00;234,90;0,00;0,00;200,00;0,00;0,00;234,90;0,00;0,00;200,00;0,00;0,00;234,90
5;502;12;361;2;2019;339039200000000;"33 90 39 20 00 00 00";20;385,00;0,00;-260,00;160,00;0,00;0,00;0,00;0,00;125,00;0,00;0,00;160,00;0,00;0,00;125,00;0,00;0,00;160,00
5;502;12;361;2;2019;339039050000000;"33 90 39 05 00 00 00";20;0,00;0,00;0,00;3.700,00;0,00;0,00;0,00;0,00;0,00;0,00;3.700,00;0,00;0,00;0,00;0,00;0,00;3.700,00;0,00
5;502;12;361;2;2019;339039170000000;"33 90 39 17 00 00 00";20;0,00;385,00;0,00;0,00;0,00;0,00;0,00;0,00;385,00;0,00;0,00;0,00;0,00;0,00;385,00;0,00;0,00;0,00
5;502;12;361;2;2019;339039780000000;"33 90 39 78 00 00 00";20;0,00;697,00;0,00;0,00;0,00;0,00;0,00;0,00;697,00;0,00;0,00;0,00;0,00;0,00;697,00;0,00;0,00;0,00
5;502;12;361;2;2019;339046010000000;"33 90 46 01 00 00 00";20;6.833,40;10.001,60;13.282,50;13.423,20;12.921,30;12.486,60;6.833,40;10.001,60;13.282,50;13.423,20;12.921,30;12.486,60;6.583,50;3.907,40;13.141,80;13.232,10;13.139,70;18.944,10
