nro;nro_f;uniorcam;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro;meta1bim;meta2bim;meta3bim;meta4bim;meta5bim;meta6bim;cp;rv
17180320000000000000;1.7.1.8.03.2.0.00.00.00;201;735,83;735,83;735,83;735,83;959,83;735,83;735,83;735,83;735,83;735,83;0,00;0,00;0,00;2.207,49;0,00;0,00;0,00;0,00;0;0
17180321000000000000;1.7.1.8.03.2.1.00.00.00;201;735,83;735,83;735,83;735,83;959,83;735,83;735,83;735,83;735,83;735,83;0,00;0,00;0,00;2.207,49;0,00;0,00;0,00;0,00;0;4501
17180330000000000000;1.7.1.8.03.3.0.00.00.00;201;0,00;5.033,19;5.033,19;9.033,19;6.033,19;6.033,19;5.033,19;5.033,19;7.033,19;17.172,25;0,00;0,00;8.681,00;8.681,00;8.681,00;8.681,00;8.681,00;8.681,01;0;0
17180331000000000000;1.7.1.8.03.3.1.00.00.00;201;0,00;5.033,19;5.033,19;9.033,19;6.033,19;6.033,19;5.033,19;5.033,19;7.033,19;17.172,25;0,00;0,00;8.681,00;8.681,00;8.681,00;8.681,00;8.681,00;8.681,01;0;4502
17180340000000000000;1.7.1.8.03.4.0.00.00.00;201;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;0,00;0,00;5.752,42;5.752,42;5.752,42;5.752,42;5.752,42;5.752,46;0;0
17180341000000000000;1.7.1.8.03.4.1.00.00.00;201;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;3.122,47;0,00;0,00;5.752,42;5.752,42;5.752,42;5.752,42;5.752,42;5.752,46;0;4503
17180500000000000000;1.7.1.8.05.0.0.00.00.00;201;26.716,79;34.165,11;29.008,01;24.525,15;32.803,15;31.666,06;32.630,53;24.261,86;28.740,93;27.762,32;0,00;0,00;59.367,04;57.385,12;57.460,34;57.915,79;58.389,25;46.020,16;0;0
17180510000000000000;1.7.1.8.05.1.0.00.00.00;201;26.716,79;23.889,67;18.732,57;18.517,35;18.260,07;21.398,26;16.457,45;16.834,06;16.835,49;16.066,88;0,00;0,00;49.106,56;36.864,16;36.115,58;36.296,43;36.624,49;35.759,68;0;0
17180511000000000000;1.7.1.8.05.1.1.00.00.00;201;26.716,79;23.889,67;18.732,57;18.517,35;18.260,07;21.398,26;16.457,45;16.834,06;16.835,49;16.066,88;0,00;0,00;49.106,56;36.864,16;36.115,58;36.296,43;36.624,49;35.759,68;0;1014
17180520000000000000;1.7.1.8.05.2.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;210,00;0,00;210,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;0;0
17180521000000000000;1.7.1.8.05.2.1.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;210,00;0,00;210,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;0;1036
17180530000000000000;1.7.1.8.05.3.0.00.00.00;201;0,00;6.007,80;6.007,80;6.007,80;6.007,80;10.267,80;7.427,80;7.427,80;7.427,80;7.427,80;0,00;0,00;6.098,40;12.196,80;13.020,60;13.295,20;13.020,60;6.098,40;0;0
17180531000000000000;1.7.1.8.05.3.1.00.00.00;201;0,00;6.007,80;6.007,80;6.007,80;6.007,80;10.267,80;7.427,80;7.427,80;7.427,80;7.427,80;0,00;0,00;6.098,40;12.196,80;13.020,60;13.295,20;13.020,60;6.098,40;0;0
17180531010000000000;1.7.1.8.05.3.1.01.00.00;201;0,00;2.534,40;2.534,40;2.534,40;2.534,40;2.534,40;2.534,40;2.534,40;2.534,40;2.534,40;0,00;0,00;2.498,40;4.996,80;4.996,80;4.996,80;4.996,80;2.498,40;0;1001
17180531020000000000;1.7.1.8.05.3.1.02.00.00;201;0,00;2.011,60;2.011,60;2.011,60;2.011,60;2.011,60;2.011,60;2.011,60;2.011,60;2.011,60;0,00;0,00;2.256,00;4.512,00;4.512,00;4.512,00;4.512,00;2.256,00;0;1031
17180531030000000000;1.7.1.8.05.3.1.03.00.00;201;0,00;1.187,20;1.187,20;1.187,20;1.187,20;1.187,20;1.187,20;1.187,20;1.187,20;1.187,20;0,00;0,00;1.344,00;2.688,00;2.688,00;2.688,00;2.688,00;1.344,00;0;1033
17180531040000000000;1.7.1.8.05.3.1.04.00.00;201;0,00;179,20;179,20;179,20;179,20;179,20;179,20;179,20;179,20;179,20;0,00;0,00;0,00;0,00;537,60;716,80;537,60;0,00;0;1059
17180531050000000000;1.7.1.8.05.3.1.05.00.00;201;0,00;95,40;95,40;95,40;95,40;95,40;95,40;95,40;95,40;95,40;0,00;0,00;0,00;0,00;286,20;381,60;286,20;0,00;0;1071
17180531060000000000;1.7.1.8.05.3.1.06.00.00;201;0,00;0,00;0,00;0,00;0,00;4.260,00;1.420,00;1.420,00;1.420,00;1.420,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1070
17180540000000000000;1.7.1.8.05.4.0.00.00.00;201;0,00;4.267,64;4.267,64;0,00;8.535,28;0,00;8.535,28;0,00;4.267,64;4.267,64;0,00;0,00;4.162,08;8.324,16;8.324,16;8.324,16;8.324,16;4.162,08;0;0
17180541000000000000;1.7.1.8.05.4.1.00.00.00;201;0,00;4.267,64;4.267,64;0,00;8.535,28;0,00;8.535,28;0,00;4.267,64;4.267,64;0,00;0,00;4.162,08;8.324,16;8.324,16;8.324,16;8.324,16;4.162,08;0;1016
17180600000000000000;1.7.1.8.06.0.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.324,28;8.324,28;8.324,28;8.324,28;8.324,28;8.324,22;0;0
17180610000000000000;1.7.1.8.06.1.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.324,28;8.324,28;8.324,28;8.324,28;8.324,28;8.324,22;0;0
17180611000000000000;1.7.1.8.06.1.1.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.324,28;8.324,28;8.324,28;8.324,28;8.324,28;8.324,22;0;0
17180611010000000000;1.7.1.8.06.1.1.01.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.994,56;4.994,56;4.994,56;4.994,56;4.994,56;4.994,58;0;1
17180611020000000000;1.7.1.8.06.1.1.02.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;416,22;416,22;416,22;416,22;416,22;416,18;0;20
17180611030000000000;1.7.1.8.06.1.1.03.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.248,64;1.248,64;1.248,64;1.248,64;1.248,64;1.248,64;0;40
17180611040000000000;1.7.1.8.06.1.1.04.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.664,86;1.664,86;1.664,86;1.664,86;1.664,86;1.664,82;0;31
17180800000000000000;1.7.1.8.08.0.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0;0
17180810000000000000;1.7.1.8.08.1.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0;0
17180811000000000000;1.7.1.8.08.1.1.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0;0
17180811010000000000;1.7.1.8.08.1.1.01.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;0;4500
17181200000000000000;1.7.1.8.12.0.0.00.00.00;201;1.533,70;7.491,75;0,00;1.573,80;1.559,31;16.407,23;1.454,30;1.469,50;1.453,31;14.625,00;0,00;0,00;17.893,20;17.893,20;17.893,20;17.893,20;17.893,20;17.893,12;0;0
17181210000000000000;1.7.1.8.12.1.0.00.00.00;201;1.533,70;7.491,75;0,00;1.573,80;1.559,31;16.407,23;1.454,30;1.469,50;1.453,31;14.625,00;0,00;0,00;17.893,20;17.893,20;17.893,20;17.893,20;17.893,20;17.893,12;0;0
17181211000000000000;1.7.1.8.12.1.1.00.00.00;201;1.533,70;7.491,75;0,00;1.573,80;1.559,31;16.407,23;1.454,30;1.469,50;1.453,31;14.625,00;0,00;0,00;17.893,20;17.893,20;17.893,20;17.893,20;17.893,20;17.893,12;0;0
17181211010000000000;1.7.1.8.12.1.1.01.00.00;201;1.533,70;1.491,75;0,00;1.573,80;1.559,31;3.076,40;1.454,30;1.469,50;1.453,31;1.430,00;0,00;0,00;2.767,76;2.767,76;2.767,76;2.767,76;2.767,76;2.767,71;0;1038
17181211020000000000;1.7.1.8.12.1.1.02.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;254,92;254,92;254,92;254,92;254,92;254,96;0;1067
17181211030000000000;1.7.1.8.12.1.1.03.00.00;201;0,00;0,00;0,00;0,00;0,00;7.330,83;0,00;0,00;0,00;7.195,00;0,00;0,00;6.151,76;6.151,76;6.151,76;6.151,76;6.151,76;6.151,75;0;1021
17181211040000000000;1.7.1.8.12.1.1.04.00.00;201;0,00;6.000,00;0,00;0,00;0,00;6.000,00;0,00;0,00;0,00;6.000,00;0,00;0,00;8.718,76;8.718,76;8.718,76;8.718,76;8.718,76;8.718,70;0;1064
17200000000000000000;1.7.2.0.00.0.0.00.00.00;201;811.427,96;654.078,05;796.978,92;1.115.332,42;736.447,38;796.741,84;889.501,28;742.072,98;791.992,17;952.669,74;0,00;0,00;1.438.956,51;1.759.127,50;1.545.921,55;2.190.518,52;1.475.296,70;1.858.632,25;0;0
17280000000000000000;1.7.2.8.00.0.0.00.00.00;201;811.427,96;654.078,05;796.978,92;1.115.332,42;736.447,38;796.741,84;889.501,28;742.072,98;791.992,17;952.669,74;0,00;0,00;1.438.956,51;1.759.127,50;1.545.921,55;2.190.518,52;1.475.296,70;1.858.632,25;0;0
17280100000000000000;1.7.2.8.01.0.0.00.00.00;201;775.210,08;653.898,05;739.347,66;1.045.768,66;704.417,43;725.350,58;826.770,37;667.847,09;722.116,25;875.856,14;0,00;0,00;1.369.685,30;1.655.954,38;1.445.433,39;2.075.986,98;1.360.173,08;1.664.148,98;0;0
17280110000000000000;1.7.2.8.01.1.0.00.00.00;201;618.821,70;610.146,58;676.733,00;859.374,85;622.647,46;692.008,13;799.594,24;642.362,41;706.395,54;854.815,91;0,00;0,00;1.165.543,01;1.383.658,25;1.350.546,25;2.031.803,37;1.322.880,41;1.576.941,88;0;0
17280111000000000000;1.7.2.8.01.1.1.00.00.00;201;618.821,70;610.146,58;676.733,00;859.374,85;622.647,46;692.008,13;799.594,24;642.362,41;706.395,54;854.815,91;0,00;0,00;1.165.543,01;1.383.658,25;1.350.546,25;2.031.803,37;1.322.880,41;1.576.941,88;0;0
17280111010000000000;1.7.2.8.01.1.1.01.00.00;201;371.293,00;366.087,96;406.039,80;515.624,90;373.588,48;415.204,87;479.756,54;385.417,46;423.837,33;512.889,53;0,00;0,00;699.325,81;830.194,94;810.327,76;1.456.682,03;793.728,25;946.165,11;0;1
17280111020000000000;1.7.2.8.01.1.1.02.00.00;201;30.941,09;30.507,32;33.836,65;42.968,75;31.132,37;34.600,41;39.979,71;32.118,12;35.319,77;42.740,80;0,00;0,00;58.277,15;69.182,92;67.527,31;71.890,17;66.144,02;78.847,09;0;20
17280111030000000000;1.7.2.8.01.1.1.03.00.00;201;92.823,26;91.521,98;101.509,95;128.906,23;93.397,12;103.801,22;119.939,14;96.354,35;105.959,33;128.222,39;0,00;0,00;174.831,45;207.548,74;202.581,93;215.670,50;198.432,06;236.541,30;0;40
17280111040000000000;1.7.2.8.01.1.1.04.00.00;201;123.764,35;122.029,32;135.346,60;171.874,97;124.529,49;138.401,63;159.918,85;128.472,48;141.279,11;170.963,19;0,00;0,00;233.108,60;276.731,65;270.109,25;287.560,67;264.576,08;315.388,38;0;31
17280120000000000000;1.7.2.8.01.2.0.00.00.00;201;141.251,34;34.267,37;52.183,36;172.166,51;71.804,33;22.469,32;13.346,62;15.956,03;6.700,44;3.854,66;0,00;0,00;180.717,81;248.871,65;73.791,30;20.759,13;13.868,19;66.111,31;0;0
17280121000000000000;1.7.2.8.01.2.1.00.00.00;201;141.251,34;34.267,37;52.183,36;172.166,51;71.804,33;22.469,32;13.346,62;15.956,03;6.700,44;3.854,66;0,00;0,00;180.717,81;248.871,65;73.791,30;20.759,13;13.868,19;66.111,31;0;0
17280121010000000000;1.7.2.8.01.2.1.01.00.00;201;84.750,79;20.560,39;31.309,96;103.299,87;43.082,57;13.481,58;8.007,93;9.573,61;4.020,25;2.312,76;0,00;0,00;108.430,69;149.323,00;44.274,77;12.455,47;8.320,92;39.666,78;0;1
17280121020000000000;1.7.2.8.01.2.1.02.00.00;201;7.062,56;1.713,38;2.609,19;8.608,33;3.590,19;1.123,46;667,36;797,80;335,03;192,75;0,00;0,00;9.035,89;12.443,58;3.689,57;1.037,96;693,41;3.305,56;0;20
17280121030000000000;1.7.2.8.01.2.1.03.00.00;201;21.187,69;5.140,11;7.827,53;25.824,99;10.770,65;3.370,40;2.001,99;2.393,40;1.005,07;578,21;0,00;0,00;27.107,67;37.330,74;11.068,70;3.113,87;2.080,22;9.916,71;0;40
17280121040000000000;1.7.2.8.01.2.1.04.00.00;201;28.250,30;6.853,49;10.436,68;34.433,32;14.360,92;4.493,88;2.669,34;3.191,22;1.340,09;770,94;0,00;0,00;36.143,56;49.774,33;14.758,26;4.151,83;2.773,64;13.222,26;0;31
17280130000000000000;1.7.2.8.01.3.0.00.00.00;201;12.625,77;9.484,10;10.431,30;11.844,66;9.965,64;10.873,13;11.600,48;9.528,65;9.020,27;15.007,46;0,00;0,00;21.095,84;21.095,84;21.095,84;21.095,84;21.095,84;21.095,79;0;0
17280131000000000000;1.7.2.8.01.3.1.00.00.00;201;12.625,77;9.484,10;10.431,30;11.844,66;9.965,64;10.873,13;11.600,48;9.528,65;9.020,27;15.007,46;0,00;0,00;21.095,84;21.095,84;21.095,84;21.095,84;21.095,84;21.095,79;0;0
17280131010000000000;1.7.2.8.01.3.1.01.00.00;201;7.575,46;5.690,45;6.258,77;7.106,79;5.979,38;6.523,87;6.960,28;5.717,19;5.412,17;9.004,45;0,00;0,00;12.657,50;12.657,50;12.657,50;12.657,50;12.657,50;12.657,49;0;1
17280131020000000000;1.7.2.8.01.3.1.02.00.00;201;631,29;474,21;521,57;592,23;498,28;543,66;580,03;476,43;451,01;750,38;0,00;0,00;1.054,80;1.054,80;1.054,80;1.054,80;1.054,80;1.054,75;0;20
17280131030000000000;1.7.2.8.01.3.1.03.00.00;201;1.893,87;1.422,62;1.564,69;1.776,70;1.494,85;1.630,97;1.740,07;1.429,30;1.353,04;2.251,13;0,00;0,00;3.164,38;3.164,38;3.164,38;3.164,38;3.164,38;3.164,35;0;40
17280131040000000000;1.7.2.8.01.3.1.04.00.00;201;2.525,15;1.896,82;2.086,27;2.368,94;1.993,13;2.174,63;2.320,10;1.905,73;1.804,05;3.001,50;0,00;0,00;4.219,16;4.219,16;4.219,16;4.219,16;4.219,16;4.219,20;0;31
17280140000000000000;1.7.2.8.01.4.0.00.00.00;201;2.511,27;0,00;0,00;2.382,64;0,00;0,00;2.229,03;0,00;0,00;2.178,11;0,00;0,00;2.328,64;2.328,64;0,00;2.328,64;2.328,64;0,00;0;0
17280141000000000000;1.7.2.8.01.4.1.00.00.00;201;2.511,27;0,00;0,00;2.382,64;0,00;0,00;2.229,03;0,00;0,00;2.178,11;0,00;0,00;2.328,64;2.328,64;0,00;2.328,64;2.328,64;0,00;0;1018
17280300000000000000;1.7.2.8.03.0.0.00.00.00;201;4.000,00;180,00;25.781,31;37.661,31;180,00;39.541,31;30.880,96;42.375,94;30.058,91;44.963,65;0,00;0,00;39.356,22;43.356,22;40.671,26;54.714,64;55.306,72;156.601,20;0;0
17280310000000000000;1.7.2.8.03.1.0.00.00.00;201;4.000,00;180,00;25.781,31;37.661,31;180,00;39.541,31;30.880,96;42.375,94;30.058,91;44.963,65;0,00;0,00;39.356,22;43.356,22;40.671,26;54.714,64;55.306,72;156.601,20;0;0
17280311000000000000;1.7.2.8.03.1.1.00.00.00;201;4.000,00;180,00;25.781,31;37.661,31;180,00;39.541,31;30.880,96;42.375,94;30.058,91;44.963,65;0,00;0,00;39.356,22;43.356,22;40.671,26;54.714,64;55.306,72;156.601,20;0;0
17280311010000000000;1.7.2.8.03.1.1.01.00.00;201;0,00;180,00;12.460,69;12.460,69;180,00;12.280,69;12.460,34;24.705,32;12.538,29;18.694,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117.244,95;0;4011
17280311020000000000;1.7.2.8.03.1.1.02.00.00;201;0,00;0,00;10.000,00;10.000,00;0,00;16.000,00;10.000,00;10.000,00;10.000,00;10.000,00;0,00;0,00;30.000,00;30.000,00;30.000,00;30.000,00;30.000,00;30.000,00;0;4090
17280311030000000000;1.7.2.8.03.1.1.03.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.488,52;2.488,52;2.488,52;2.488,52;2.488,52;2.488,55;0;4090
17280311040000000000;1.7.2.8.03.1.1.04.00.00;201;0,00;0,00;1.320,62;1.320,62;0,00;1.320,62;1.320,62;1.320,62;1.320,62;4.622,17;0,00;0,00;2.201,04;2.201,04;2.201,04;2.201,04;2.201,04;2.201,00;0;4050
17280311050000000000;1.7.2.8.03.1.1.05.00.00;201;0,00;0,00;2.000,00;2.000,00;0,00;4.000,00;2.000,00;2.000,00;2.000,00;4.000,00;0,00;0,00;4.666,66;4.666,66;4.666,66;4.666,66;4.666,66;4.666,70;0;4160
17280311060000000000;1.7.2.8.03.1.1.06.00.00;201;4.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.000,00;0,00;0,00;0,00;0,00;0;4190
17280311070000000000;1.7.2.8.03.1.1.07.00.00;201;0,00;0,00;0,00;11.880,00;0,00;5.940,00;5.100,00;4.350,00;4.200,00;4.800,00;0,00;0,00;0,00;0,00;1.315,04;15.358,42;15.950,50;0,00;0;4050
17280311080000000000;1.7.2.8.03.1.1.08.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.846,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;4300
17281000000000000000;1.7.2.8.10.0.0.00.00.00;201;32.217,88;0,00;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;39.817,01;31.849,95;0,00;0,00;29.901,91;59.803,82;59.803,82;59.803,82;59.803,82;37.869,01;0;0
17281020000000000000;1.7.2.8.10.2.0.00.00.00;201;32.217,88;0,00;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;0,00;0,00;29.901,91;59.803,82;59.803,82;59.803,82;59.803,82;29.901,95;0;0
17281021000000000000;1.7.2.8.10.2.1.00.00.00;201;32.217,88;0,00;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;0,00;0,00;29.901,91;59.803,82;59.803,82;59.803,82;59.803,82;29.901,95;0;0
17281021010000000000;1.7.2.8.10.2.1.01.00.00;201;32.217,88;0,00;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;0,00;0,00;29.901,91;59.803,82;59.803,82;59.803,82;59.803,82;29.901,95;0;0
17281021010100000000;1.7.2.8.10.2.1.01.01.00;201;32.217,88;0,00;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;31.849,95;0,00;0,00;29.901,91;59.803,82;59.803,82;59.803,82;59.803,82;29.901,95;0;1017
17281090000000000000;1.7.2.8.10.9.0.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.967,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.967,06;0;0
17281091000000000000;1.7.2.8.10.9.1.00.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.967,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.967,06;0;0
17281091070000000000;1.7.2.8.10.9.1.07.00.00;201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.967,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.967,06;0;1103
17289900000000000000;1.7.2.8.99.0.0.00.00.00;201;0,00;0,00;0,00;52,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,08;13,08;13,08;13,08;13,08;13,06;0;0
17289910000000000000;1.7.2.8.99.1.0.00.00.00;201;0,00;0,00;0,00;52,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,08;13,08;13,08;13,08;13,08;13,06;0;0
17289911000000000000;1.7.2.8.99.1.1.00.00.00;201;0,00;0,00;0,00;52,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,08;13,08;13,08;13,08;13,08;13,06;0;0
17289911010000000000;1.7.2.8.99.1.1.01.00.00;201;0,00;0,00;0,00;52,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,08;13,08;13,08;13,08;13,08;13,06;0;1114
17400000000000000000;1.7.4.0.00.0.0.00.00.00;201;0,00;8.000,00;0,00;8.391,77;0,00;0,00;5.023,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.833,31;0,00;0;0
17400010000000000000;1.7.4.0.00.1.0.00.00.00;201;0,00;0,00;0,00;8.391,77;0,00;0,00;5.023,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.833,31;0,00;0;0
17400011000000000000;1.7.4.0.00.1.1.00.00.00;201;0,00;0,00;0,00;8.391,77;0,00;0,00;5.023,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.833,31;0,00;0;0
17400011010000000000;1.7.4.0.00.1.1.01.00.00;201;0,00;0,00;0,00;8.391,77;0,00;0,00;5.023,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.833,31;0,00;0;1050
17480000000000000000;1.7.4.8.00.0.0.00.00.00;201;0,00;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
17481000000000000000;1.7.4.8.10.0.0.00.00.00;201;0,00;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
17481010000000000000;1.7.4.8.10.1.0.00.00.00;201;0,00;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
17481011000000000000;1.7.4.8.10.1.1.00.00.00;201;0,00;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
17481011010000000000;1.7.4.8.10.1.1.01.00.00;201;0,00;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1
17500000000000000000;1.7.5.0.00.0.0.00.00.00;201;266.176,79;222.071,38;237.958,89;248.756,60;257.186,05;197.939,51;223.245,80;223.391,88;196.794,66;234.403,28;0,00;0,00;461.304,13;468.788,84;447.872,75;407.703,07;486.309,38;460.794,15;0;0
17580000000000000000;1.7.5.8.00.0.0.00.00.00;201;266.176,79;222.071,38;237.958,89;248.756,60;257.186,05;197.939,51;223.245,80;223.391,88;196.794,66;234.403,28;0,00;0,00;461.304,13;468.788,84;447.872,75;407.703,07;486.309,38;460.794,15;0;0
17580100000000000000;1.7.5.8.01.0.0.00.00.00;201;265.953,40;222.071,38;237.958,89;248.756,60;257.186,05;197.939,51;223.245,80;223.391,88;196.794,66;234.403,28;0,00;0,00;461.304,13;468.788,84;447.872,75;407.703,07;486.309,38;460.794,15;0;0
17580110000000000000;1.7.5.8.01.1.0.00.00.00;201;265.953,40;222.071,38;237.958,89;248.756,60;257.186,05;197.939,51;223.245,80;223.391,88;196.794,66;234.403,28;0,00;0,00;461.304,13;468.788,84;447.872,75;407.703,07;486.309,38;460.794,15;0;0
17580111000000000000;1.7.5.8.01.1.1.00.00.00;201;265.953,40;222.071,38;237.958,89;248.756,60;257.186,05;197.939,51;223.245,80;223.391,88;196.794,66;234.403,28;0,00;0,00;461.304,13;468.788,84;447.872,75;407.703,07;486.309,38;460.794,15;0;31
17589900000000000000;1.7.5.8.99.0.0.00.00.00;201;223,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
17589910000000000000;1.7.5.8.99.1.0.00.00.00;201;223,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
17589911000000000000;1.7.5.8.99.1.1.00.00.00;201;223,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0
17589911010000000000;1.7.5.8.99.1.1.01.00.00;201;223,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;1
19000000000000000000;1.9.0.0.00.0.0.00.00.00;201;5.496,20;6.713,34;7.350,58;53.586,32;11.463,87;32.391,30;8.743,99;9.098,67;9.676,38;10.325,90;0,00;0,00;94.964,34;111.679,40;100.023,10;95.194,72;94.964,34;94.964,33;0;0
19200000000000000000;1.9.2.0.00.0.0.00.00.00;201;4.139,84;2.312,72;3.727,92;49.428,94;6.681,00;27.546,72;3.854,89;4.194,07;4.932,10;4.731,10;0,00;0,00;5.533,84;22.248,90;10.592,60;5.764,22;5.533,84;5.533,80;0;0
19280000000000000000;1.9.2.8.00.0.0.00.00.00;201;4.139,84;2.312,72;3.727,92;49.428,94;6.681,00;27.546,72;3.854,89;4.194,07;4.932,10;4.731,10;0,00;0,00;5.533,84;22.248,90;10.592,60;5.764,22;5.533,84;5.533,80;0;0
19280100000000000000;1.9.2.8.01.0.0.00.00.00;201;3.324,14;2.033,59;2.975,84;3.513,98;3.730,54;3.727,03;3.694,98;3.737,09;4.547,29;4.645,30;0,00;0,00;5.533,84;5.533,84;5.533,84;5.533,84;5.533,84;5.533,80;0;0
19280110000000000000;1.9.2.8.01.1.0.00.00.00;201;3.324,14;2.033,59;2.975,84;3.513,98;3.730,54;3.727,03;3.694,98;3.737,09;4.547,29;4.645,30;0,00;0,00;5.533,84;5.533,84;5.533,84;5.533,84;5.533,84;5.533,80;0;0
19280111000000000000;1.9.2.8.01.1.1.00.00.00;201;3.324,14;2.033,59;2.975,84;3.513,98;3.730,54;3.727,03;3.694,98;3.737,09;4.547,29;4.645,30;0,00;0,00;5.533,84;5.533,84;5.533,84;5.533,84;5.533,84;5.533,80;0;0
