orgao;uniorcam;funcao;subfuncao;programa;projativ;elemento;elemento_f;rv;dot_inicial;atualiz_monet;cred_suplem;cred_especial;cred_extraord;reducoes;suplem_rv;reduc_rv;empenhado;liquidado;pago;limitado;recomposto;prev_ate_termino
2;201;4;122;1;2004;319011;"31 90 11";1;338.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;265.417,72;265.417,72;265.417,72;0,00;0,00;338.000,00
2;201;4;122;1;2004;319013;"31 90 13";1;62.206,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45.659,58;45.659,58;41.134,29;0,00;0,00;62.206,00
2;201;4;122;1;2004;319016;"31 90 16";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
2;201;4;122;1;2004;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
2;201;4;122;1;2004;319113;"31 91 13";1;5.241,00;0,00;0,00;0,00;0,00;1.400,00;0,00;0,00;1.480,27;1.480,27;1.295,28;0,00;0,00;3.841,00
2;201;4;122;1;2004;339014;"33 90 14";1;5.553,00;0,00;7.000,00;0,00;0,00;0,00;0,00;0,00;12.374,57;12.374,57;12.374,57;0,00;0,00;12.553,00
2;201;4;122;1;2004;339030;"33 90 30";1;2.000,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;2.226,50;1.931,00;1.931,00;0,00;0,00;2.500,00
2;201;4;122;1;2004;339036;"33 90 36";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;207,30;207,30;207,30;0,00;0,00;500,00
2;201;4;122;1;2004;339039;"33 90 39";1;7.000,00;0,00;21.000,00;0,00;0,00;0,00;0,00;0,00;18.807,35;18.487,05;18.487,05;0,00;0,00;28.000,00
2;201;4;122;1;2004;339040;"33 90 40";1;1.500,00;0,00;1.000,00;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.500,00
2;201;4;122;1;2004;339093;"33 90 93";1;500,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;715,00;715,00;715,00;0,00;0,00;1.500,00
2;201;4;122;1;2004;449052;"44 90 52";1;500,00;0,00;25.160,00;0,00;0,00;3.500,00;0,00;0,00;17.890,00;17.890,00;17.890,00;0,00;0,00;22.160,00
2;201;4;331;1;20;339046;"33 90 46";1;13.442,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.066,36;12.066,36;10.826,36;0,00;0,00;13.442,00
2;202;8;243;11;17;335041;"33 50 41";1050;0,00;0,00;0,00;10.166,00;0,00;0,00;0,00;0,00;10.166,00;10.166,00;10.166,00;0,00;0,00;10.166,00
2;202;8;243;11;17;445041;"44 50 41";1050;0,00;0,00;0,00;1.750,00;0,00;0,00;0,00;0,00;1.750,00;1.750,00;1.750,00;0,00;0,00;1.750,00
2;203;4;122;1;2005;339039;"33 90 39";1;55.000,00;0,00;0,00;0,00;0,00;14.000,00;0,00;0,00;40.609,32;31.246,78;31.246,78;0,00;0,00;41.000,00
2;203;4;122;1;2006;319011;"31 90 11";1;119.650,00;0,00;0,00;0,00;0,00;35.720,00;0,00;0,00;65.497,03;65.497,03;65.497,03;0,00;0,00;83.930,00
2;203;4;122;1;2006;319013;"31 90 13";1;25.126,00;0,00;0,00;0,00;0,00;7.000,00;0,00;0,00;13.754,38;13.754,38;12.536,99;0,00;0,00;18.126,00
2;203;4;122;1;2006;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
2;203;4;122;1;2006;339014;"33 90 14";1;2.400,00;0,00;56.000,00;0,00;0,00;41.244,00;0,00;0,00;1.223,99;1.223,99;1.223,99;0,00;0,00;17.156,00
2;203;4;122;1;2006;339030;"33 90 30";1;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00
2;203;4;122;1;2006;339035;"33 90 35";1;25.324,00;0,00;16.300,00;0,00;0,00;0,00;0,00;0,00;39.513,96;31.224,24;31.224,24;0,00;0,00;41.624,00
2;203;4;122;1;2006;339036;"33 90 36";1;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00
2;203;4;122;1;2006;339039;"33 90 39";1;18.000,00;0,00;0,00;0,00;0,00;12.000,00;0,00;0,00;774,03;774,03;774,03;0,00;0,00;6.000,00
2;203;4;122;1;2006;339040;"33 90 40";1;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.000,00
2;203;4;122;1;2006;339093;"33 90 93";1;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;220,00;220,00;220,00;0,00;0,00;1.000,00
2;203;4;122;1;2006;449052;"44 90 52";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;0,00;0,00;0,00;0,00;500,00
2;203;4;122;2;2007;339014;"33 90 14";1;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.507,94;2.507,94;2.507,94;0,00;0,00;5.000,00
2;203;4;122;2;2007;339039;"33 90 39";1;10.000,00;0,00;0,00;0,00;0,00;8.880,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.120,00
2;203;4;124;1;2008;319011;"31 90 11";1;66.840,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60.369,52;60.369,52;60.369,52;0,00;0,00;66.840,00
2;203;4;124;1;2008;319016;"31 90 16";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
2;203;4;124;1;2008;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
2;203;4;124;1;2008;319113;"31 91 13";1;6.450,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00;7.037,48;7.037,48;6.304,58;0,00;0,00;9.450,00
2;203;4;124;1;2008;339014;"33 90 14";1;10.000,00;0,00;0,00;0,00;0,00;2.000,00;0,00;0,00;5.475,69;5.475,69;5.475,69;0,00;0,00;8.000,00
2;203;4;124;1;2008;339030;"33 90 30";1;1.000,00;0,00;154,00;0,00;0,00;700,00;0,00;0,00;454,00;454,00;454,00;0,00;0,00;454,00
2;203;4;124;1;2008;339039;"33 90 39";1;18.000,00;0,00;0,00;0,00;0,00;7.000,00;0,00;0,00;9.548,00;9.368,00;9.368,00;0,00;0,00;11.000,00
2;203;4;124;1;2008;339040;"33 90 40";1;2.000,00;0,00;0,00;0,00;0,00;1.900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00
2;203;4;124;1;2008;339093;"33 90 93";1;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;220,70;220,70;220,70;0,00;0,00;1.000,00
2;203;4;124;1;2008;449052;"44 90 52";1;3.000,00;0,00;4.010,00;0,00;0,00;0,00;0,00;0,00;6.505,00;6.505,00;6.505,00;0,00;0,00;7.010,00
2;204;8;243;11;2009;319011;"31 90 11";1;115.900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88.324,36;88.324,36;88.324,36;0,00;0,00;115.900,00
2;204;8;243;11;2009;319013;"31 90 13";1;22.980,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.664,88;17.664,88;15.925,07;0,00;0,00;22.980,00
2;204;8;243;11;2009;319094;"31 90 94";1;500,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00;2.319,75;2.319,75;2.319,75;0,00;0,00;3.500,00
2;204;8;243;11;2009;339014;"33 90 14";1;5.000,00;0,00;0,00;0,00;0,00;1.800,00;0,00;0,00;2.187,67;2.187,67;2.187,67;0,00;0,00;3.200,00
2;204;8;243;11;2009;339030;"33 90 30";1;3.000,00;0,00;575,00;0,00;0,00;700,00;0,00;0,00;2.718,18;1.560,88;1.560,88;0,00;0,00;2.875,00
2;204;8;243;11;2009;339036;"33 90 36";1;1.000,00;0,00;0,00;0,00;0,00;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;850,00
2;204;8;243;11;2009;339039;"33 90 39";1;4.000,00;0,00;4.300,00;0,00;0,00;0,00;0,00;0,00;8.297,74;7.140,15;6.977,15;0,00;0,00;8.300,00
2;204;8;243;11;2009;339040;"33 90 40";1;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;235,00;235,00;235,00;0,00;0,00;1.000,00
2;204;8;243;11;2009;339093;"33 90 93";1;3.000,00;0,00;1.150,00;0,00;0,00;500,00;0,00;0,00;3.293,40;1.103,40;1.103,40;0,00;0,00;3.650,00
2;204;8;243;11;2009;449052;"44 90 52";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
3;301;4;122;1;1003;339030;"33 90 30";1;60.000,00;0,00;0,00;0,00;0,00;53.215,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.785,00
3;301;4;122;1;1003;339039;"33 90 39";1;60.000,00;0,00;0,00;0,00;0,00;37.200,00;0,00;0,00;12.200,00;0,00;0,00;0,00;0,00;22.800,00
3;301;4;122;1;2003;319011;"31 90 11";1;14.770,00;0,00;18.000,00;0,00;0,00;0,00;0,00;0,00;24.621,58;24.621,58;24.621,58;0,00;0,00;32.770,00
3;301;4;122;1;2003;319016;"31 90 16";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
3;301;4;122;1;2003;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
3;301;4;122;1;2003;319113;"31 91 13";1;2.542,00;0,00;2.000,00;0,00;0,00;0,00;0,00;0,00;3.429,34;3.429,34;3.077,31;0,00;0,00;4.542,00
3;301;4;122;1;2003;339030;"33 90 30";1;15.000,00;0,00;1.000,00;0,00;0,00;5.000,00;0,00;0,00;10.460,32;8.937,11;8.937,11;0,00;0,00;11.000,00
3;301;4;122;1;2003;339036;"33 90 36";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
3;301;4;122;1;2003;339039;"33 90 39";1;15.000,00;0,00;51.600,00;0,00;0,00;0,00;0,00;0,00;63.826,21;54.982,23;50.858,44;0,00;0,00;66.600,00
3;301;4;122;1;2003;449052;"44 90 52";1;500,00;0,00;2.800,00;0,00;0,00;0,00;0,00;0,00;2.729,00;0,00;0,00;0,00;0,00;3.300,00
3;301;4;122;1;2010;319004;"31 90 04";1;0,00;0,00;0,00;46.000,00;0,00;9.000,00;0,00;0,00;19.852,91;19.852,91;19.056,28;0,00;0,00;37.000,00
3;301;4;122;1;2010;319011;"31 90 11";1;378.300,00;0,00;0,00;0,00;0,00;50.000,00;0,00;0,00;261.997,46;261.997,46;261.997,46;0,00;0,00;328.300,00
3;301;4;122;1;2010;319013;"31 90 13";1;18.600,00;0,00;0,00;0,00;0,00;4.000,00;0,00;0,00;10.743,85;10.743,85;9.693,33;0,00;0,00;14.600,00
3;301;4;122;1;2010;319016;"31 90 16";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;122,63;122,63;122,63;0,00;0,00;500,00
3;301;4;122;1;2010;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
3;301;4;122;1;2010;319113;"31 91 13";1;40.880,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33.093,60;33.093,60;29.437,92;0,00;0,00;40.880,00
3;301;4;122;1;2010;339014;"33 90 14";1;10.000,00;0,00;0,00;0,00;0,00;4.700,00;0,00;0,00;4.534,80;4.534,80;4.534,80;0,00;0,00;5.300,00
3;301;4;122;1;2010;339030;"33 90 30";1;10.000,00;0,00;12.200,00;0,00;0,00;0,00;0,00;0,00;21.207,40;20.801,20;20.801,20;0,00;0,00;22.200,00
3;301;4;122;1;2010;339036;"33 90 36";1;500,00;0,00;4.000,00;0,00;0,00;0,00;0,00;0,00;4.500,00;2.548,90;2.548,90;0,00;0,00;4.500,00
3;301;4;122;1;2010;339039;"33 90 39";1;35.000,00;0,00;17.500,00;0,00;0,00;5.780,00;0,00;0,00;45.694,69;39.190,08;39.159,14;0,00;0,00;46.720,00
3;301;4;122;1;2010;339040;"33 90 40";1;5.000,00;0,00;44.580,00;0,00;0,00;20.740,00;0,00;0,00;28.824,02;19.565,56;19.565,56;0,00;0,00;28.840,00
3;301;4;122;1;2010;339093;"33 90 93";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;488,50;488,50;488,50;0,00;0,00;500,00
3;301;4;122;1;2010;449052;"44 90 52";1;500,00;0,00;23.555,00;0,00;0,00;0,00;0,00;0,00;23.446,00;8.855,00;8.855,00;0,00;0,00;24.055,00
3;301;4;126;1;2011;339014;"33 90 14";1;5.000,00;0,00;700,00;0,00;0,00;4.690,00;0,00;0,00;1.003,26;1.003,26;1.003,26;0,00;0,00;1.010,00
3;301;4;126;1;2011;339030;"33 90 30";1;10.000,00;0,00;2.690,00;0,00;0,00;6.000,00;0,00;0,00;6.671,67;6.371,67;6.211,67;0,00;0,00;6.690,00
3;301;4;126;1;2011;339035;"33 90 35";1;15.000,00;0,00;0,00;0,00;0,00;5.730,00;0,00;0,00;9.270,00;7.283,49;7.283,49;0,00;0,00;9.270,00
3;301;4;126;1;2011;339036;"33 90 36";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3;301;4;126;1;2011;339039;"33 90 39";1;5.000,00;0,00;1.000,00;0,00;0,00;3.860,00;0,00;0,00;2.130,52;2.130,52;2.130,52;0,00;0,00;2.140,00
3;301;4;126;1;2011;339040;"33 90 40";1;15.000,00;0,00;0,00;0,00;0,00;8.750,00;0,00;0,00;6.250,00;6.075,00;6.075,00;0,00;0,00;6.250,00
3;301;4;126;1;2011;339093;"33 90 93";1;1.000,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3;301;4;126;1;2011;449052;"44 90 52";1;10.000,00;0,00;19.000,00;0,00;0,00;160,00;0,00;0,00;28.278,46;27.878,46;27.878,46;0,00;0,00;28.840,00
3;301;4;131;1;2012;339030;"33 90 30";1;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.000,00
3;301;4;131;1;2012;339039;"33 90 39";1;15.000,00;0,00;14.000,00;0,00;0,00;0,00;0,00;0,00;28.981,72;18.050,12;18.050,12;0,00;0,00;29.000,00
3;301;4;131;1;2012;339040;"33 90 40";1;5.000,00;0,00;10.800,00;0,00;0,00;0,00;0,00;0,00;14.470,60;11.816,38;11.226,38;0,00;0,00;15.800,00
3;301;4;131;1;2012;449052;"44 90 52";1;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;360,00;0,00;0,00;0,00;0,00;2.000,00
3;301;4;331;1;21;339046;"33 90 46";1;30.710,00;0,00;12.000,00;0,00;0,00;0,00;0,00;0,00;34.315,40;34.315,40;29.535,40;0,00;0,00;42.710,00
3;301;5;122;1;2013;319011;"31 90 11";1;11.765,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.925,80;8.925,80;8.925,80;0,00;0,00;11.765,00
3;301;5;122;1;2013;319113;"31 91 13";1;1.610,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;610,00
3;301;5;122;1;2013;339014;"33 90 14";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
3;301;5;122;1;2013;339030;"33 90 30";1;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;22,00;22,00;0,00;0,00;1.000,00
3;301;5;122;1;2013;339039;"33 90 39";1;2.125,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.125,00
3;301;14;422;11;1125;449051;"44 90 51";1;20.000,00;0,00;0,00;0,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3;301;24;722;1;1113;339039;"33 90 39";1;0,00;0,00;0,00;41.000,00;0,00;25.000,00;0,00;0,00;9.240,00;3.303,55;3.303,55;0,00;0,00;16.000,00
3;301;24;722;1;1113;449030;"44 90 30";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3;301;24;722;1;1113;449036;"44 90 36";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3;301;24;722;1;1113;449039;"44 90 39";1;10.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3;301;24;722;1;1113;449040;"44 90 40";1;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3;301;24;722;1;1113;449051;"44 90 51";1;15.000,00;0,00;0,00;0,00;0,00;15.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3;301;24;722;1;1113;449052;"44 90 52";1;15.000,00;0,00;0,00;0,00;0,00;15.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4;401;4;123;1;1004;449052;"44 90 52";1;60.000,00;0,00;10.000,00;0,00;0,00;15.300,00;0,00;0,00;54.700,00;54.700,00;54.700,00;0,00;0,00;54.700,00
4;401;4;123;1;2014;339014;"33 90 14";1;500,00;0,00;0,00;0,00;0,00;250,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;250,00
4;401;4;123;1;2014;339030;"33 90 30";1;500,00;0,00;1.300,00;0,00;0,00;0,00;0,00;0,00;1.787,01;1.548,01;1.548,01;0,00;0,00;1.800,00
4;401;4;123;1;2014;339031;"33 90 31";1;1.000,00;0,00;0,00;0,00;0,00;500,00;0,00;0,00;295,00;295,00;295,00;0,00;0,00;500,00
4;401;4;123;1;2014;339039;"33 90 39";1;1.000,00;0,00;350,00;0,00;0,00;0,00;0,00;0,00;1.325,00;1.325,00;1.325,00;0,00;0,00;1.350,00
4;401;4;123;1;2015;319011;"31 90 11";1;570.000,00;0,00;60.000,00;0,00;0,00;3.000,00;0,00;0,00;485.261,05;485.261,05;485.261,05;0,00;0,00;627.000,00
4;401;4;123;1;2015;319013;"31 90 13";1;12.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.497,02;8.497,02;7.674,24;0,00;0,00;12.000,00
4;401;4;123;1;2015;319016;"31 90 16";1;3.000,00;0,00;14.000,00;0,00;0,00;0,00;0,00;0,00;10.234,87;10.234,87;10.234,87;0,00;0,00;17.000,00
4;401;4;123;1;2015;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
4;401;4;123;1;2015;319113;"31 91 13";1;73.000,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;63.231,58;63.231,58;56.802,16;0,00;0,00;83.000,00
4;401;4;123;1;2015;339014;"33 90 14";1;24.000,00;0,00;19.000,00;0,00;0,00;0,00;0,00;0,00;41.763,26;41.763,26;41.763,26;0,00;0,00;43.000,00
4;401;4;123;1;2015;339030;"33 90 30";1;15.000,00;0,00;3.500,00;0,00;0,00;1.800,00;0,00;0,00;16.455,72;15.161,22;15.161,22;0,00;0,00;16.700,00
4;401;4;123;1;2015;339035;"33 90 35";1;10.000,00;0,00;0,00;0,00;0,00;1.500,00;0,00;0,00;8.211,67;5.837,00;5.837,00;0,00;0,00;8.500,00
4;401;4;123;1;2015;339036;"33 90 36";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60,80;60,80;60,80;0,00;0,00;500,00
4;401;4;123;1;2015;339039;"33 90 39";1;70.000,00;0,00;11.600,00;0,00;0,00;20.280,00;0,00;0,00;60.439,89;55.657,58;55.657,58;0,00;0,00;61.320,00
4;401;4;123;1;2015;339040;"33 90 40";1;10.000,00;0,00;59.440,00;0,00;0,00;0,00;0,00;0,00;68.712,16;51.685,26;51.685,26;0,00;0,00;69.440,00
4;401;4;123;1;2015;339093;"33 90 93";1;1.000,00;0,00;2.100,00;0,00;0,00;0,00;0,00;0,00;2.218,05;2.218,05;2.218,05;0,00;0,00;3.100,00
4;401;4;123;1;2015;449052;"44 90 52";1;5.000,00;0,00;2.300,00;0,00;0,00;2.000,00;0,00;0,00;5.219,82;1.445,32;1.445,32;0,00;0,00;5.300,00
4;401;4;331;1;22;339046;"33 90 46";1;37.635,00;0,00;15.000,00;0,00;0,00;0,00;0,00;0,00;43.070,96;43.070,96;37.550,96;0,00;0,00;52.635,00
5;501;4;122;1;2016;319011;"31 90 11";1;140.000,00;0,00;242.000,00;0,00;0,00;0,00;0,00;0,00;366.076,65;366.076,65;366.076,65;0,00;0,00;382.000,00
5;501;4;122;1;2016;319013;"31 90 13";1;16.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.568,58;15.568,58;13.706,19;0,00;0,00;16.500,00
5;501;4;122;1;2016;319016;"31 90 16";1;500,00;0,00;500,00;0,00;0,00;0,00;0,00;0,00;472,95;472,95;472,95;0,00;0,00;1.000,00
5;501;4;122;1;2016;319094;"31 90 94";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;501;4;122;1;2016;319113;"31 91 13";1;8.880,00;0,00;809.000,00;0,00;0,00;758.314,78;0,00;0,00;43.583,16;43.583,16;39.190,26;0,00;0,00;59.565,22
5;501;4;122;1;2016;339014;"33 90 14";1;5.000,00;0,00;2.200,00;0,00;0,00;0,00;0,00;0,00;7.125,46;7.125,46;7.125,46;0,00;0,00;7.200,00
5;501;4;122;1;2016;339030;"33 90 30";1;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.262,64;1.913,32;1.913,32;0,00;0,00;5.000,00
5;501;4;122;1;2016;339035;"33 90 35";1;5.000,00;0,00;0,00;0,00;0,00;1.000,00;0,00;0,00;3.600,00;3.600,00;3.600,00;0,00;0,00;4.000,00
5;501;4;122;1;2016;339036;"33 90 36";1;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;501;4;122;1;2016;339039;"33 90 39";1;8.000,00;0,00;4.820,00;0,00;0,00;0,00;0,00;0,00;12.382,21;10.949,71;10.949,71;0,00;0,00;12.820,00
5;501;4;122;1;2016;339040;"33 90 40";1;2.000,00;0,00;9.600,00;0,00;0,00;0,00;0,00;0,00;10.714,99;7.853,01;7.853,01;0,00;0,00;11.600,00
5;501;4;122;1;2016;339093;"33 90 93";1;500,00;0,00;1.000,00;0,00;0,00;0,00;0,00;0,00;865,00;865,00;865,00;0,00;0,00;1.500,00
5;501;4;122;1;2016;449052;"44 90 52";1;500,00;0,00;24.580,00;0,00;0,00;0,00;0,00;0,00;24.751,00;24.356,00;24.356,00;0,00;0,00;25.080,00
5;501;4;331;1;23;339046;"33 90 46";1;14.909,00;0,00;53.500,00;0,00;0,00;0,00;0,00;0,00;54.753,12;54.753,12;47.293,12;0,00;0,00;68.409,00
5;502;12;128;2;2017;339014;"33 90 14";20;5.000,00;0,00;300,00;0,00;0,00;2.500,00;0,00;0,00;2.532,32;2.532,32;2.253,66;0,00;0,00;2.800,00
5;502;12;128;2;2017;339030;"33 90 30";20;1.000,00;0,00;1.500,00;0,00;0,00;0,00;0,00;0,00;1.678,80;1.499,30;1.499,30;0,00;0,00;2.500,00
5;502;12;128;2;2017;339035;"33 90 35";20;5.000,00;0,00;0,00;0,00;0,00;300,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.700,00
5;502;12;128;2;2017;339036;"33 90 36";20;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.000,00
5;502;12;128;2;2017;339039;"33 90 39";20;9.500,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;11.560,00;9.560,00;9.560,00;0,00;0,00;14.500,00
5;502;12;128;2;2017;339093;"33 90 93";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,00
5;502;12;331;1;24;339046;"33 90 46";20;197.653,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;192.565,30;192.565,30;169.125,30;0,00;0,00;197.653,00
5;502;12;361;2;1010;449030;"44 90 30";20;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;502;12;361;2;1010;449039;"44 90 39";20;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;502;12;361;2;1010;449052;"44 90 52";20;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.308,00;6.230,00;6.230,00;0,00;0,00;10.000,00
5;502;12;361;2;1015;339030;"33 90 30";20;15.000,00;0,00;0,00;0,00;0,00;14.270,00;0,00;0,00;729,60;729,60;729,60;0,00;0,00;730,00
5;502;12;361;2;1015;339039;"33 90 39";20;15.000,00;0,00;0,00;0,00;0,00;13.300,00;0,00;0,00;1.700,00;1.700,00;1.700,00;0,00;0,00;1.700,00
5;502;12;361;2;1118;339030;"33 90 30";20;20.000,00;0,00;3.000,00;0,00;0,00;10.000,00;0,00;0,00;10.782,00;10.782,00;10.782,00;0,00;0,00;13.000,00
5;502;12;361;2;1118;339039;"33 90 39";20;20.000,00;0,00;31.000,00;0,00;0,00;13.000,00;0,00;0,00;37.360,30;37.360,30;37.360,30;0,00;0,00;38.000,00
5;502;12;361;2;1119;339030;"33 90 30";20;40.000,00;0,00;17.000,00;0,00;0,00;17.279,20;0,00;0,00;39.708,90;39.708,90;39.708,90;0,00;0,00;39.720,80
5;502;12;361;2;1119;339039;"33 90 39";20;40.000,00;0,00;23.479,20;0,00;0,00;8.200,00;0,00;0,00;55.238,45;55.238,45;55.238,45;0,00;0,00;55.279,20
5;502;12;361;2;1122;449030;"44 90 30";20;5.000,00;0,00;0,00;0,00;0,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;502;12;361;2;1122;449039;"44 90 39";20;5.000,00;0,00;900,00;0,00;0,00;5.900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;502;12;361;2;1122;449051;"44 90 51";20;10.000,00;0,00;0,00;0,00;0,00;10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5;502;12;361;2;2018;319011;"31 90 11";20;165.440,00;0,00;0,00;0,00;0,00;16.000,00;0,00;0,00;115.239,68;115.239,68;115.239,68;0,00;0,00;149.440,00
5;502;12;361;2;2018;319013;"31 90 13";20;5.900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.554,80;4.554,80;4.099,32;0,00;0,00;5.900,00
5;502;12;361;2;2018;319016;"31 90 16";20;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;166,80;166,80;166,80;0,00;0,00;500,00
5;502;12;361;2;2018;319113;"31 91 13";20;18.780,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.060,77;13.060,77;11.811,18;0,00;0,00;18.780,00
5;502;12;361;2;2018;339030;"33 90 30";20;6.000,00;0,00;6.000,00;0,00;0,00;1.500,00;0,00;0,00;10.342,75;1.687,75;1.687,75;0,00;0,00;10.500,00
